subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,location_min,location_max,units,thermo_temp_top,thermo_temp_bottom,units,comments,URL_front,URL_back,column_name
63264870,T17,"[['', '', '10', ''], ['', '', '-', ''], [""10-16'"", ""10-16'"", ""16'"", ""10-16'""]]",4,1.666666667,10 - 10-16',10,16,feet,22.4,11.5,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Duperow_SUMM_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Duperow_SUMM_018.jpg,Thermocline_location
63264872,T17,"[['15', '15-30', '15-30', '15-30'], ['-', '', '', ''], ['30', '', '', '']]",4,1.666666667,15-30 - 30,15,30,feet,72,48,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Hemingway9N_9E_S9_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Hemingway9N_9E_S9_SUMM_005.jpg,Thermocline_location
63264874,T17,"[[""10-20'"", ""10-20'"", '10-20', '10'], ['', '', 'feet', '-'], ['', '', '', ""20'""]]",4,1.333333333,10-20' feet 20',10,20,feet,68,46,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Horton_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Horton_SUMM_003.jpg,Thermocline_location
63264875,T17,"[['', '', '10', ''], ['', '', '-', ''], [""10-15'"", ""10-15'"", ""15'"", ""10-15'""]]",4,1.666666667,10 - 10-15',10,15,feet,70,53,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_McDonald_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_McDonald_SUMM_010.jpg,Thermocline_location
63264878,T17,"[[""7'"", ""7'"", '7', ''], ['', '', 'feet', ''], ['-', '-', '-', ''], [""18'"", ""18'"", '18', '7-18'], ['', '', 'feet', '']]",4,1.8,7' feet - 18' feet,7,18,feet,22,8.2,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Indian_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Indian_SUMM_013.jpg,Thermocline_location
63264881,T17,"[[""15-25'"", '15-25', '15-25*', '15'], ['', 'feet', '', '-'], ['', '', '', ""25'""]]",4,1,15-25' feet 25',15,25,feet,72,59,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_North_SUMM_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_North_SUMM_017.jpg,Thermocline_location
63264882,T17,"[[""5'-20'"", ""5'"", '5', ""5-20'""], ['', '', 'feet', ''], ['', '-', '-', ''], ['', ""20'"", '20', ''], ['', '', 'feet', '']]",4,1.2,5'-20' feet - 20' feet,5,20,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Mud9N_9E_S6_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Mud9N_9E_S6_SUMM_005.jpg,Thermocline_location
63264884,T17,"[['18', ""18'-40'"", ""18'"", ""18'""], ['feet', '', '', ''], ['-', '', '-', '-'], ['40', '', ""40'"", ""40'""], ['feet', '', '', '']]",4,1.8,18' feet - 40' feet,18,40,feet,70,43,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Otter_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Otter_SUMM_010.jpg,Thermocline_location
63264887,T17,"[['13-16', ""13-16'"", '13', ""13-16'""], ['ft', '', '-', ''], ['', '', ""16'"", '']]",4,1.333333333,13-16' ft 16',13,16,feet,18.1,14.8,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_TwinNorth_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_TwinNorth_SUMM_011.jpg,Thermocline_location
63264889,T17,"[['20-25', '20-25', ""20-25'"", '20'], ['feet', 'feet', '', '-'], ['', '', '', ""25'""]]",4,1.666666667,20-25 feet 25',20,25,feet,66,54,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Bishop_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Bishop_SUMM_001_B.jpg,Thermocline_location
63264891,T17,"[[""18'-25'"", ""18'"", '18', ""18-25'""], ['', '', 'feet', ''], ['', '-', '-', ''], ['', ""25'"", '25', ''], ['', '', 'feet', '']]",4,1.2,18'-25' feet - 25' feet,18,25,feet,64,55,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Thompson_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Thompson_SUMM_001_B.jpg,Thermocline_location
63264896,T17,"[[""37-30'"", '27-30', '27', '27-30'], ['', '', '-', ''], ['', '', '30', ''], ['', 'ft.', 'ft.', 'ft.']]",4,1.75,27-30 - 30 ft.,27,30,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Silver_47-135_1940_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Silver_47-135_1940_SUMM_001_02.jpg,Thermocline_location
63264898,T17,"[['', '', '13', ''], ['', '', '-', ''], [""13-30'"", ""13-30'"", ""30'"", ""13-30'""]]",4,1.666666667,13 - 13-30',13,30,feet,72,52,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Strawberry_47-101_1973_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Strawberry_47-101_1973_SUMM_001_02.jpg,Thermocline_location
63264902,T17,"[[""27-45'"", '27', ""27-45'"", '27-45'], ['', '-', '', 'feet'], ['', ""45'"", '', '']]",4,1.333333333,27-45' - 45',27,45,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Bass_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Bass_SUMM_001_B.jpg,Thermocline_location
63264906,T17,"[['20-30', '20-30', '20', ""20-30'""], ['feet', 'ft', '-', ''], ['', '', ""30'"", '']]",4,1.333333333,20-30 feet 30',20,30,feet,18.1,13,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_LittlePike_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_LittlePike_SUMM_001_B.jpg,Thermocline_location
63264907,T17,"[['28-40', ""28-40'"", '28', ""28-40'""], ['', '', '-', ''], [""'"", '', ""40'"", '']]",4,1.333333333,28-40' - ',28,40,feet,65.5,48,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_CampEight_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_CampEight_SUMM_001_B.jpg,Thermocline_location
63264908,T17,"[['', '', '27', ''], ['', '', '-', ''], [""27-32'"", ""27-32'"", ""32'"", ""27-32'""]]",4,1.666666667,27 - 27-32',27,32,feet,68,62.5,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pratt_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pratt_SUMM_001_B.jpg,Thermocline_location
63264909,T17,"[['20', ""20-30'"", ""20-30'""], ['-', '', ''], ['30’', '', '']]",3,1.333333333,20-30' - 30’,20,30,feet,18.1,13,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pike_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pike_SUMM_001_B.jpg,Thermocline_location
63264910,T17,"[['10-20', '10’', ""10-20'"", ""10'-20'""], ['ft', '-', '', ''], ['', '20’', '', '']]",4,1,10-20 ft 20’,10,20,feet,57,45,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Syphon_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Syphon_SUMM_001_B.jpg,Thermocline_location
63264913,T17,"[['30', '30-37', '30-37', ""30-37'""], ['-', '', 'F', ''], [""37'"", '', '', '']]",4,1.333333333,30-37 - 37',30,37,feet,63.5,59,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pretty_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pretty_SUMM_001_B.jpg,Thermocline_location
63264921,T17,"[['18', ""18-35'"", '18-35'], ['-', '', 'feet'], [""35'"", '', '']]",3,1,18 - 35',18,35,feet,21,7.8,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Bass2_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Bass2_SUMM_001_B.jpg,Thermocline_location
63264923,T17,"[[""14'"", ""14'-32'"", ""14'-32'"", ""14-32'""], ['-', '', '', ''], [""32'"", '', '', '']]",4,1.333333333,14'-32' - 32',14,32,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_ChainOfLakes_SUMM_20191127131009632_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_ChainOfLakes_SUMM_20191127131009632_0002.jpg,Thermocline_location
63264929,T17,"[[""18-21'"", '18-21', ""18-21'"", '18'], ['', 'ft.', '', '-'], ['', '', '', ""21'""]]",4,1.333333333,18-21' ft. 21',18,21,feet,54.7,49.5,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Clear_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Clear_SUMM_001_B.jpg,Thermocline_location
63264934,T17,[['-']],1,1,-,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1950_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1950_SUMM_001_02.jpg,Thermocline_location
63264938,T16,"[['yes.', 'yes.', 'yes.', 'yes'], ['6', '', '', ''], ['to', '', '', ''], ['15', '', '', ''], ['feet', '', '', '']]",4,1.4,yes. 6 to 15 feet,yes,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Menominee_Linnbeck_SUMM_20191204122632435_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Menominee_Linnbeck_SUMM_20191204122632435_0002.jpg,Thermocline_Present
63264940,T17,[['-']],1,1,-,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Missaukee_Missaukee_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Missaukee_Missaukee_SUMM_001_B.jpg,Thermocline_location
63264942,T17,"[[""18-36'"", ""18'"", ""18'"", '18'], ['', '', '', 'feet'], ['', '-', '-', '-'], ['', ""36'"", ""36'"", '36'], ['', '', '', 'feet']]",4,1.8,18' feet - 36' feet,18,36,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Newaygo_Sylvan_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Newaygo_Sylvan_SUMM_001_B.jpg,Thermocline_location
63264943,T17,[['--']],1,1,--,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Muskegon_EastTwin_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Muskegon_EastTwin_SUMM_001_B.jpg,Thermocline_location
63264944,T17,"[['15', '15-17½', '15', '15-17.5'], ['-', '', '-', ''], ['17½', '', '17', ''], ['', '', '1/2', ''], ['ft.', 'ft.', 'ft.', 'ft']]",4,1.8,15 - 17½ 1/2 ft.,15,17.5,feet,67,64,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Montmorency_Rush_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Montmorency_Rush_SUMM_001_B.jpg,Thermocline_location
63264949,T17,"[[""12'"", ""12'-20'"", '12', ""12-20'""], ['', '', 'feet', ''], ['-', '', '-', ''], [""20'"", '', '20', ''], ['', '', 'feet', '']]",4,1.2,12' feet - 20' feet,12,20,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_LittleSilver_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_LittleSilver_SUMM_001_B.jpg,Thermocline_location
63264950,T17,"[['15', ""15-30'"", ""15-30'"", '15-30’'], ['-', '', '', ''], [""30'"", '', '', '']]",4,1.333333333,15-30' - 30',15,30,feet,69.5,51,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_LowerPettibone_63-564_1952_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_LowerPettibone_63-564_1952_SUMM_001_02.jpg,Thermocline_location
63264953,T17,"[['22', '21-30', '21-30', ""21-30'""], ['to', '', '', ''], ['30', '', '', ''], ['feet', 'feet', 'feet', '']]",4,1.75,21-30 to 30 feet,21,30,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Pleasant_63-915_1936_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Pleasant_63-915_1936_SUMM_001_02.jpg,Thermocline_location
63264955,T17,"[['', '12', '12', '12½'], ['12-1/2', '1/2-22', '1/2', ''], ['to', '', 'to', 'to'], ['', '', '22', '22½'], ['22-1/2', ""1/2'"", '1/2', ''], ['ft', '', 'ft.', 'feet']]",4,1.5,12 12-1/2 to 22 22-1/2 ft,12.5,22.5,feet,70,52,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OCEANA_CAMPBELL_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OCEANA_CAMPBELL_SUMM_0001_2.jpg,Thermocline_location
63264960,T17,[['-']],1,1,-,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AMBROSE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AMBROSE_SUMM_0001_2.jpeg,Thermocline_location
63264961,T16,[['None']],1,1,None,no,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OCEANA_SILVER_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OCEANA_SILVER_SUMM_0001_2.jpg,Thermocline_Present
63264962,T17,"[[""13'-28'"", ""13'-28'"", '13', ""13-28'""], ['', '', 'feet', ''], ['', '', '-', ''], ['', '', '28', ''], ['', '', 'feet', '']]",4,1.2,13'-28' feet - 28 feet,13,28,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Schoolhouse_63-869_1950_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Schoolhouse_63-869_1950_SUMM_001_02.jpg,Thermocline_location
63264963,T17,"[[""15'"", ""15'-25'"", ""15-25'"", '15’'], ['-', '', '', '-'], [""25'"", '', '', '25’']]",4,1.333333333,15' - 25',15,25,feet,72.7,50.1,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OCEANA_PEBAWMA_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OCEANA_PEBAWMA_SUMM_0001_2.jpg,Thermocline_location
63264965,T17,[['-']],1,1,-,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAU_JEWETT_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAU_JEWETT_SUMM_0001_2.jpeg,Thermocline_location
63264966,T17,"[['24-30', ""24'-30'"", '24', ""24'""], ['ft', '', 'feet', ''], ['', '', '-', '-'], ['', '', '30', ""30'""], ['', '', 'feet', '']]",4,1.2,24-30 ft - 30 feet,24,30,feet,61,50.5,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEASENORTH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEASENORTH_SUMM_0001_2.jpeg,Thermocline_location
63264969,T17,"[['15-27.5', '15-27.5', ""15-27.5'"", '15'], ['', '', '', '-'], ['', '', '', '27.5'], ['ft.', 'ft.', '', 'ft.']]",4,1.75,15-27.5 - 27.5 ft.,15,27.5,feet,23.2,12.7,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEASENORTH_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEASENORTH_SUMM_0002_2.jpeg,Thermocline_location
63264971,T17,"[['10', '10-22.5', ""10-22.5'"", '10-22.5'], ['-', '', '', ''], ['22.5', '', '', ''], ['ft.', 'ft.', '', 'ft.']]",4,1.75,10-22.5 - 22.5 ft.,10,22.5,feet,25.4,15.5,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEASESOUTH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEASESOUTH_SUMM_0001_2.jpeg,Thermocline_location
63264972,T17,"[[""12-30'"", ""12-30'"", '12-30', '12'], ['', '', 'feet', '-'], ['', '', '', ""30'""]]",4,1.333333333,12-30' feet 30',12,30,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_GROUSEHAVEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_GROUSEHAVEN_SUMM_0001_2.jpeg,Thermocline_location
63264973,T17,"[['8-28', ""8-28'"", ""8-28'"", '8'], ['feet.', '', '', '-'], ['', '', '', ""28'""]]",4,1.333333333,8-28' feet. 28',8,28,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEVOE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEVOE_SUMM_0001_2.jpeg,Thermocline_location
63264981,T17,"[['18-30', ""18'-30'"", ""18-30'"", ""18'""], ['ft', '', '', '-'], ['', '', '', ""30'""]]",4,1,18-30 ft 30',18,30,feet,67,48,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_LAKEGEORGE_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_LAKEGEORGE_SUMM_0002_2.jpeg,Thermocline_location
63264984,T17,"[['15-25', '15', '15-25', ""15-25'""], ['', '-', '', ''], ['', '25', '', ''], ['feet', 'feet', 'feet', '']]",4,1.75,15-25 - 25 feet,15,25,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_LAKEGEORGE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_LAKEGEORGE_SUMM_0001_2.jpeg,Thermocline_location
63264985,T17,"[['15’-25’', '15-25', '15-25', ""15-25'""], ['', '""', 'feet', '']]",4,1.5,"15-25 """,15,25,feet,68,49,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_COUNTYLINE_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_COUNTYLINE_SUMM_0001_2.jpg,Thermocline_location
63264987,T17,"[[""12-27'"", '12-27', '12', ""12-27'""], ['', '', '-', ''], ['', ""'"", ""27'"", '']]",4,1.333333333,12-27' - ',12,27,feet,70,54,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_BONDSFALLSRESER_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_BONDSFALLSRESER_SUMM_0001_2.jpg,Thermocline_location
63264990,T17,"[[""22-35'"", '22-35', '22', '22-35'], ['', '', '-', ''], ['', '', '35', ''], ['', 'ft.', 'ft.', 'feet']]",4,1.5,22-35 - 35 ft.,22,35,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_COURTNEY_SUMM_0002_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_COURTNEY_SUMM_0002_2.jpg,Thermocline_location
63264991,T17,"[['15', '15-24', '15-24', ""15-24'""], ['-', '', '', ''], ['24', '', '', ''], ['ft.', 'ft.', 'ft.', '']]",4,1.75,15-24 - 24 ft.,15,24,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_DEADMAN_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_DEADMAN_SUMM_0001_2.jpg,Thermocline_location
63264993,T16,"[['Yes.', 'Yes', 'Yes.', 'Yes.'], ['3', '', '3', ''], ['to', '', 'to', ''], ['9’,', '', ""9'."", ''], ['(75', '', '(75', ''], ['to', '', 'to', ''], ['69)', '', '69).', '']]",4,1.857142857,"Yes. 3 to 9’, (75 to 69)",yes,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_ROCKLANDPD_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_ROCKLANDPD_SUMM_0001_2.jpg,Thermocline_Present
63264993,T17,"[['', '3', '', '3'], ['', 'to', '', 'to'], ['', ""9'."", '', ""9'.""], ['', '(75-69)', '', '(75'], ['', '', '', 'to'], ['', '', '', '69)'], ['Northwest', '', 'Northwest', 'Northwest'], ['end.', '', 'end.', 'end.']]",4,1.875,3 to 9'. (75-69) to 69) Northwest end.,3,9,feet,75,69,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_ROCKLANDPD_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_ROCKLANDPD_SUMM_0001_2.jpg,Thermocline_location
63264994,T17,"[[""20'"", '20', ""20-30'"", ""20'""], ['', 'feet', '', ''], ['-', '-', '', '-'], [""30'"", '30', '', ""30'""], ['', 'feet', '', '']]",4,1.8,20' feet - 30' feet,20,30,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_STEUSSER_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_STEUSSER_SUMM_0001_2.jpg,Thermocline_location
63264996,T16,[['Yes']],1,1,Yes,yes,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_PENDOCKS_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_PENDOCKS_SUMM_0001_2.jpg,Thermocline_Present
63264996,T17,"[['9', '', '9', ''], ['', '', '-', ''], [""-18'"", '9-18', '18', '9-18'], ['', '', 'feet', 'feet']]",4,1.75,9 - 9-18 feet,9,18,feet,65,49,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_PENDOCKS_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_PENDOCKS_SUMM_0001_2.jpg,Thermocline_location
63265009,T17,"[['15', ""15-25'"", '15*', ""15'-25'""], ['feet', '', '', ''], ['-', '', '-', ''], ['25', '', '25*', ''], ['feet', '', '', '']]",4,1.2,15 feet - 25 feet,15,25,feet,74.5,54,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_INDIAN_SUMM_0002_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_INDIAN_SUMM_0002_2.jpg,Thermocline_location
63265011,T17,"[[""15-16-26'"", '15', '15', '15-16-26'], ['', '-', '-', 'feet'], ['', '16', '16', ''], ['', '--', '-', ''], ['', ""26'"", ""26'"", '']]",4,1.8,15 - 16 -- 26',15,26,feet,62,48.5,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_HICKS_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_HICKS_SUMM_0001_2.jpg,Thermocline_location
63265016,T17,"[[""13'"", ""13-36'"", '13-36’'], ['-', '', ''], [""36'"", '', '']]",3,1,13' - 36',13,36,feet,62.1,40.9,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_WELLS_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_WELLS_SUMM_0001_2.jpg,Thermocline_location
