"subject_id","resorts_min_n","liveries_min_n","cottages_min_n","hotels_homes_min_n","resorts_max_n","liveries_max_n","cottages_max_n","hotels_homes_max_n"
63265492,0,0,0,0,NA,NA,NA,NA
63265493,0,0,0,0,NA,NA,NA,NA
63265495,0,0,3,0,NA,NA,NA,NA
63265496,NA,NA,1,NA,NA,NA,NA,NA
63265497,0,0,0,0,NA,NA,NA,NA
63265498,0,0,0,0,NA,NA,NA,NA
63265499,NA,NA,0,NA,NA,NA,NA,NA
63265500,0,0,4,0,NA,NA,NA,NA
63265501,NA,NA,0,NA,NA,NA,NA,NA
63265502,NA,NA,0,NA,NA,NA,NA,NA
63265503,NA,NA,2,NA,NA,NA,NA,NA
63265504,0,0,0,0,NA,NA,NA,NA
63265511,NA,NA,1,NA,NA,NA,NA,NA
63265512,0,0,0,0,NA,NA,NA,NA
63265513,NA,NA,0,NA,NA,NA,NA,NA
63265515,0,0,1,0,NA,NA,NA,NA
63265516,NA,NA,1,NA,NA,NA,NA,NA
63265517,NA,0,1,NA,NA,NA,NA,NA
63265519,NA,NA,0,NA,NA,NA,NA,NA
63265520,0,0,0,0,NA,NA,NA,NA
63265521,NA,NA,2,NA,NA,NA,NA,NA
63265523,0,0,1,0,NA,NA,NA,NA
63265525,NA,NA,0,NA,NA,NA,NA,NA
63265526,0,0,0,0,NA,NA,NA,NA
63265527,0,0,0,0,NA,NA,NA,NA
63265528,0,0,0,0,NA,NA,NA,NA
63265529,0,0,1,0,NA,NA,NA,NA
63265530,NA,NA,2,NA,NA,NA,NA,NA
63265532,0,0,0,0,NA,NA,NA,NA
63265533,0,0,0,0,NA,NA,NA,NA
63265534,0,1,1,0,NA,NA,NA,NA
63265535,NA,NA,0,NA,NA,NA,NA,NA
63265536,0,0,0,0,NA,NA,NA,NA
63265537,0,0,0,0,NA,NA,NA,NA
63265539,0,0,0,0,NA,NA,NA,NA
63265540,0,0,0,0,NA,NA,NA,NA
63265541,0,0,0,0,NA,NA,NA,NA
63265542,NA,NA,0,NA,NA,NA,NA,NA
63265543,NA,NA,1,NA,NA,NA,NA,NA
63265544,0,0,0,0,NA,NA,NA,NA
63265545,0,0,0,0,NA,NA,NA,NA
63265546,3,3,40,NA,NA,NA,NA,NA
63265547,3,NA,115,NA,NA,NA,NA,NA
63265548,NA,3,1,NA,NA,NA,NA,NA
63265549,NA,NA,3,NA,NA,NA,NA,NA
63265550,0,0,0,0,NA,NA,NA,NA
63265551,NA,NA,1,1,NA,NA,NA,NA
63265552,NA,NA,1,NA,NA,NA,NA,NA
63265553,0,0,1,0,NA,NA,NA,NA
63265554,0,0,0,0,NA,NA,NA,NA
63265555,0,2,0,0,NA,NA,NA,NA
63265556,0,0,6,0,NA,NA,NA,NA
63265557,NA,NA,4,NA,NA,NA,NA,NA
63265558,0,0,1,0,NA,NA,NA,NA
63265559,0,0,36,0,NA,NA,NA,NA
63265560,0,0,0,0,NA,NA,NA,NA
63265561,NA,NA,0,NA,NA,NA,NA,NA
63265562,0,0,4,0,NA,NA,NA,NA
63265563,0,0,50,0,NA,NA,NA,NA
63265564,0,0,78,0,NA,NA,NA,NA
63265565,0,0,0,0,NA,NA,NA,NA
63265566,0,0,0,0,NA,NA,NA,NA
63265567,NA,NA,0,NA,NA,NA,NA,NA
63265568,0,0,1,0,NA,NA,NA,NA
63265569,0,0,4,0,NA,NA,NA,NA
63265570,0,0,4,0,NA,NA,NA,NA
63265571,0,NA,0,0,NA,NA,NA,NA
63265572,NA,NA,1,NA,NA,NA,NA,NA
63265573,0,0,0,0,NA,NA,NA,NA
63265574,NA,NA,1,NA,NA,NA,NA,NA
63265576,0,0,23,0,NA,NA,NA,NA
63265577,1,1,10,NA,NA,NA,NA,NA
63265578,NA,NA,2,NA,NA,NA,NA,NA
63265579,0,0,3,0,NA,NA,NA,NA
63265580,0,0,0,0,NA,NA,NA,NA
63265581,NA,NA,0,NA,NA,NA,NA,NA
63265582,NA,NA,0,NA,NA,NA,NA,NA
63265583,NA,NA,0,NA,NA,NA,NA,NA
63265584,0,0,10,0,NA,NA,NA,NA
63265586,NA,NA,NA,NA,NA,NA,NA,NA
63265587,0,0,1,0,NA,NA,NA,NA
63265588,0,0,0,0,NA,NA,NA,NA
63265589,NA,NA,1,NA,NA,NA,NA,NA
63265590,NA,NA,0,NA,NA,NA,NA,NA
63265591,NA,NA,1,NA,NA,NA,NA,NA
63265593,0,0,1,0,NA,NA,NA,NA
63265594,NA,NA,7,NA,NA,NA,NA,NA
63265595,0,0,14,0,NA,NA,NA,NA
63265596,0,0,0,0,NA,NA,NA,NA
63265597,0,0,0,0,NA,NA,NA,NA
63265598,0,0,6,0,NA,NA,NA,NA
63265599,NA,0,4,NA,NA,NA,NA,NA
63265600,0,0,0,0,NA,NA,NA,NA
63265601,0,0,6,0,NA,NA,NA,NA
63265602,NA,NA,0,NA,NA,NA,NA,NA
63265603,0,0,0,0,NA,NA,NA,NA
63265604,0,0,9,0,NA,NA,NA,NA
63265606,0,0,3,0,NA,NA,NA,NA
63265607,0,0,26,0,NA,NA,NA,NA
63265608,NA,NA,26,NA,NA,NA,NA,NA
63265609,0,0,25,0,NA,NA,NA,NA
63265610,NA,NA,20,NA,NA,NA,NA,NA
63265611,0,0,0,0,NA,NA,NA,NA
63265612,0,0,0,0,NA,NA,NA,NA
63265613,0,0,0,0,NA,NA,NA,NA
63265614,0,0,0,0,NA,NA,NA,NA
63265615,NA,NA,0,NA,NA,NA,NA,NA
63265616,NA,NA,NA,NA,NA,NA,NA,NA
63265617,1,0,30,0,NA,NA,NA,NA
63265618,0,0,4,0,NA,NA,NA,NA
63265619,0,NA,0,0,NA,NA,NA,NA
63265620,0,0,7,0,NA,NA,NA,NA
63265621,NA,NA,0,NA,NA,NA,NA,NA
63265622,0,0,1,0,NA,NA,NA,NA
63265623,0,0,0,0,NA,NA,NA,NA
63265624,0,0,1,0,NA,NA,NA,NA
63265625,NA,0,NA,NA,NA,NA,NA,NA
63265627,0,0,1,0,NA,NA,NA,NA
63265628,0,0,12,0,NA,NA,NA,NA
63265629,0,0,1,0,NA,NA,NA,NA
63265630,0,0,1,NA,NA,NA,NA,NA
63265631,0,0,0,0,NA,NA,NA,NA
63265632,0,0,2,0,NA,NA,NA,NA
63265633,NA,NA,3,NA,NA,NA,NA,NA
63265634,0,0,1,0,NA,NA,NA,NA
63265635,0,0,0,0,NA,NA,NA,NA
63265636,0,0,0,0,NA,NA,NA,NA
63265637,NA,NA,0,NA,NA,NA,NA,NA
63265638,0,0,7,0,NA,NA,NA,NA
63265639,0,0,2,0,NA,NA,NA,NA
63265640,0,0,1,0,NA,NA,NA,NA
63265641,0,0,0,0,NA,NA,NA,NA
63265642,0,0,1,0,NA,NA,NA,NA
63265643,0,0,6,0,NA,NA,NA,NA
63265644,NA,NA,0,NA,NA,NA,NA,NA
63265645,NA,NA,100,NA,NA,NA,NA,NA
63265646,0,0,0,0,NA,NA,NA,NA
63265647,0,0,1,0,NA,NA,NA,NA
63265648,3,NA,106,NA,NA,NA,NA,NA
63265649,0,0,0,0,NA,NA,NA,NA
63265650,0,0,NA,0,NA,NA,NA,NA
63265652,0,0,6,0,NA,NA,NA,NA
63265653,0,0,3,0,NA,NA,NA,NA
63265654,NA,NA,1,NA,NA,NA,NA,NA
63265655,0,0,0,0,NA,NA,NA,NA
63265656,0,0,5,0,NA,NA,NA,NA
63265657,0,0,0,0,NA,NA,NA,NA
63265658,0,0,0,0,NA,NA,NA,NA
63265659,0,0,4,0,NA,NA,NA,NA
63265660,0,0,0,0,NA,NA,NA,NA
63265661,0,0,0,0,NA,NA,NA,NA
63265662,4,NA,75,0,NA,NA,NA,NA
63265663,0,0,0,0,NA,NA,NA,NA
63265664,NA,NA,1,NA,NA,NA,NA,NA
63265665,4,4,75,0,NA,NA,NA,NA
63265666,1,NA,6,NA,NA,NA,NA,NA
63265667,1,1,50,0,NA,NA,NA,NA
63265668,3,2,93,0,NA,NA,NA,NA
63265669,15,13,300,5,NA,NA,NA,NA
63265670,15,13,300,5,NA,NA,NA,NA
63265671,0,0,0,0,NA,NA,NA,NA
63265672,6,6,50,NA,NA,NA,NA,NA
63265673,0,1,0,0,NA,NA,NA,NA
63265674,0,0,12,0,NA,NA,NA,NA
63265675,0,0,0,0,NA,NA,NA,NA
63265676,0,2,0,0,NA,NA,NA,NA
63265677,0,0,50,0,NA,NA,NA,NA
63265678,0,1,39,NA,NA,NA,NA,NA
63265679,0,1,0,0,NA,NA,NA,NA
63265680,6,5,100,0,NA,NA,NA,NA
63265681,0,0,0,0,NA,NA,NA,NA
63265682,2,1,50,0,NA,NA,NA,NA
63265683,1,1,6,0,NA,NA,NA,NA
63265684,0,0,0,0,NA,NA,NA,NA
63265685,1,1,0,0,NA,NA,NA,NA
63265686,0,0,0,0,NA,NA,NA,NA
63265687,0,0,1,0,NA,NA,NA,NA
63265688,0,0,0,0,NA,NA,NA,NA
63265689,0,0,0,0,NA,NA,NA,NA
63265690,0,0,0,0,NA,NA,NA,NA
63265691,1,0,18,0,NA,NA,NA,NA
63265692,0,1,1,0,NA,NA,NA,NA
63265693,0,0,0,0,NA,NA,NA,NA
63265694,0,0,0,0,NA,NA,NA,NA
63265695,0,1,0,0,NA,NA,NA,NA
63265696,0,2,25,0,NA,NA,NA,NA
63265697,0,0,25,0,NA,NA,NA,NA
63265699,2,4,80,0,NA,NA,NA,NA
63265700,0,1,19,0,NA,NA,NA,NA
63265701,2,2,12,0,NA,NA,NA,NA
63265702,2,1,6,0,NA,NA,NA,NA
63265703,0,1,0,0,NA,NA,NA,NA
63265704,0,1,0,0,NA,NA,NA,NA
63265705,NA,NA,5,NA,NA,NA,NA,NA
63265706,0,0,0,0,NA,NA,NA,NA
63265707,0,0,0,0,NA,NA,NA,NA
63265708,0,0,1,0,NA,NA,NA,NA
63265709,0,0,3,0,NA,NA,NA,NA
63265710,0,0,0,0,NA,NA,NA,NA
63265711,10,10,350,0,NA,NA,NA,NA
63265712,0,0,0,0,NA,NA,NA,NA
63265713,0,NA,NA,0,NA,NA,NA,NA
63265714,0,0,0,0,NA,NA,NA,NA
63265715,0,0,2,NA,NA,NA,NA,NA
63265716,1,1,11,0,NA,NA,NA,NA
63265717,2,2,83,0,NA,NA,NA,NA
63265719,0,1,3,0,NA,NA,NA,NA
63265721,0,0,0,0,NA,NA,NA,NA
63265722,NA,NA,NA,NA,NA,NA,NA,NA
63265723,1,1,50,1,NA,NA,NA,NA
63265724,0,0,0,0,NA,NA,NA,NA
63265725,2,2,22,0,NA,NA,NA,NA
63265726,NA,NA,0,NA,NA,NA,NA,NA
63265727,0,0,2,0,NA,NA,NA,NA
63265728,2,2,22,0,NA,NA,NA,NA
63265729,0,0,9,0,NA,NA,NA,NA
63265730,0,0,0,0,NA,NA,NA,NA
63265731,0,0,0,0,NA,NA,NA,NA
63265732,0,1,0,0,NA,NA,NA,NA
63265733,0,0,0,0,NA,NA,NA,NA
63265735,0,0,0,0,NA,NA,NA,NA
63265736,0,0,0,0,NA,NA,NA,NA
63265737,0,0,0,0,NA,NA,NA,NA
63265738,NA,1,8,NA,NA,NA,NA,NA
63265739,NA,NA,NA,NA,NA,NA,NA,NA
63265740,0,NA,0,0,NA,NA,NA,NA
63265741,0,0,3,0,NA,NA,NA,NA
63265742,0,0,33,0,NA,NA,NA,NA
63265743,0,0,0,0,NA,NA,NA,NA
63265744,0,1,0,0,NA,NA,NA,NA
63265745,0,1,1,0,NA,NA,NA,NA
63265746,5,7,NA,NA,NA,NA,NA,NA
63265747,2,3,256,0,NA,NA,NA,NA
63265748,NA,NA,3,NA,NA,NA,NA,NA
63265749,1,1,60,1,NA,NA,NA,NA
63265750,2,1,69,0,NA,NA,NA,NA
63265751,0,0,4,0,NA,NA,NA,NA
63265752,0,0,NA,0,NA,NA,NA,NA
63265753,0,0,0,0,NA,NA,NA,NA
63265754,NA,NA,NA,NA,NA,NA,NA,NA
63265755,0,1,90,0,NA,NA,NA,NA
63265756,0,1,90,0,NA,NA,NA,NA
63265757,2,2,60,0,NA,NA,NA,NA
63265758,0,0,0,0,NA,NA,NA,NA
63265759,0,0,100,0,NA,NA,NA,NA
63265760,1,2,61,0,NA,NA,NA,NA
63265761,2,3,50,1,NA,NA,NA,NA
63265762,3,3,105,2,NA,NA,NA,NA
63265763,0,0,3,0,NA,NA,NA,NA
63265764,NA,NA,4,NA,NA,NA,NA,NA
63265765,2,5,100,0,NA,NA,NA,NA
63265766,2,2,80,NA,NA,NA,NA,NA
63265767,1,0,25,0,NA,NA,30,NA
63265768,0,0,0,0,NA,NA,NA,NA
63265769,2,5,50,1,NA,NA,NA,NA
63265770,0,0,29,0,NA,NA,NA,NA
63265771,0,0,30,0,NA,NA,NA,NA
63265772,5,5,75,0,NA,NA,NA,NA
63265773,4,5,350,0,NA,NA,NA,NA
63265774,0,0,10,0,NA,NA,NA,NA
63265775,2,1,25,0,NA,NA,30,NA
63265776,0,0,0,0,NA,NA,NA,NA
63265777,2,2,30,0,NA,NA,NA,NA
63265778,3,5,175,NA,NA,NA,NA,NA
63265779,2,3,15,0,NA,NA,20,NA
63265780,0,2,25,0,NA,NA,NA,NA
63265781,2,2,50,1,NA,NA,NA,NA
63265782,2,4,100,1,NA,NA,NA,NA
63265783,5,5,120,1,NA,NA,NA,NA
63265784,0,2,60,0,NA,NA,NA,NA
63265785,0,0,45,0,NA,NA,NA,NA
63265786,0,0,0,0,NA,NA,NA,NA
63265787,0,0,0,0,NA,NA,NA,NA
63265788,0,0,0,0,NA,NA,NA,NA
63265789,0,0,65,0,NA,NA,NA,NA
63265790,0,1,10,0,NA,NA,NA,NA
63265791,0,NA,0,0,NA,NA,NA,NA
63265792,0,0,0,0,NA,NA,NA,NA
63265793,0,0,0,0,NA,NA,NA,NA
63265794,NA,1,12,NA,NA,NA,NA,NA
63265795,NA,0,1,NA,NA,NA,NA,NA
63265796,0,1,2,0,NA,NA,NA,NA
63265797,NA,1,NA,NA,NA,NA,NA,NA
63265798,0,0,0,0,NA,NA,NA,NA
63265799,0,0,0,0,NA,NA,NA,NA
63265800,0,0,0,0,NA,NA,NA,NA
63265801,0,0,0,0,NA,NA,NA,NA
63265802,0,0,1,0,NA,NA,NA,NA
63265803,0,0,1,0,NA,NA,NA,NA
63265804,0,0,12,0,NA,NA,NA,NA
63265805,0,0,0,0,NA,NA,NA,NA
63265806,NA,2,25,NA,NA,NA,NA,NA
63265807,0,2,1,0,NA,NA,NA,NA
63265808,NA,1,NA,0,NA,NA,NA,NA
63265809,0,0,0,0,NA,NA,NA,NA
63265810,0,0,0,0,NA,NA,NA,NA
63265811,1,1,8,0,NA,NA,NA,NA
63265812,0,0,0,0,NA,NA,NA,NA
63265813,0,0,0,0,NA,NA,NA,NA
63265814,0,0,3,0,NA,NA,NA,NA
63265815,0,1,15,0,NA,NA,NA,NA
63265816,0,2,25,0,NA,NA,NA,NA
63265818,0,NA,24,0,NA,NA,NA,NA
63265819,NA,3,0,NA,NA,NA,NA,NA
63265820,NA,3,NA,NA,NA,NA,NA,NA
63265821,0,0,0,0,NA,NA,NA,NA
63265822,0,1,20,0,NA,NA,NA,NA
63265823,1,1,15,0,NA,NA,NA,NA
63265824,1,4,350,0,NA,NA,NA,NA
63265825,NA,0,0,NA,NA,NA,NA,NA
63265826,0,0,6,0,NA,NA,NA,NA
63265829,0,0,1,0,NA,NA,NA,NA
63265830,NA,0,0,NA,NA,NA,NA,NA
63265831,0,0,0,0,NA,NA,NA,NA
63265832,NA,NA,0,3,NA,NA,NA,NA
63265833,0,0,NA,0,NA,NA,NA,NA
63265834,1,1,20,1,NA,NA,NA,NA
63265835,0,2,20,0,NA,NA,NA,NA
63265836,0,1,75,0,NA,NA,NA,NA
63265837,2,2,25,0,NA,NA,NA,NA
63265838,0,2,23,0,NA,NA,NA,NA
63265839,1,NA,20,NA,NA,NA,NA,NA
63265840,NA,NA,25,NA,NA,NA,NA,NA
63265841,0,0,2,0,NA,NA,NA,NA
63265842,0,1,12,0,NA,NA,NA,NA
63265843,NA,NA,1,NA,NA,NA,NA,NA
63265844,NA,1,70,NA,NA,NA,NA,NA
63265845,1,1,40,0,NA,NA,NA,NA
63265846,0,0,6,0,NA,NA,NA,NA
63265847,0,0,0,0,NA,NA,NA,NA
63265848,0,2,26,0,NA,NA,NA,NA
63265849,0,1,20,0,NA,NA,NA,NA
63265850,2,2,75,0,NA,NA,NA,NA
63265851,1,2,2,0,NA,NA,NA,NA
63265852,NA,1,40,NA,NA,NA,NA,NA
63265853,9,6,145,0,NA,NA,NA,NA
63265854,0,0,9,0,NA,NA,NA,NA
63265855,0,0,0,0,NA,NA,NA,NA
63265856,NA,NA,0,NA,NA,NA,NA,NA
63265857,NA,NA,4,NA,NA,NA,NA,NA
63265858,NA,NA,0,NA,NA,NA,NA,NA
63265860,2,2,30,0,NA,NA,NA,NA
63265861,0,0,7,0,NA,NA,NA,NA
63265862,2,NA,45,NA,NA,NA,NA,NA
63265863,0,0,0,0,NA,NA,NA,NA
63265865,0,0,0,0,NA,NA,NA,NA
63265866,NA,NA,0,NA,NA,NA,NA,NA
63265867,NA,0,10,NA,NA,NA,NA,NA
63265868,0,0,0,0,NA,NA,NA,NA
63265869,NA,NA,3,NA,NA,NA,NA,NA
63265870,NA,NA,4,NA,NA,NA,NA,NA
63265871,NA,NA,0,NA,NA,NA,NA,NA
63265872,NA,NA,14,NA,NA,NA,NA,NA
63265873,NA,NA,0,NA,NA,NA,NA,NA
63265874,0,0,5,0,NA,NA,NA,NA
63265875,0,0,0,0,NA,NA,NA,NA
63265877,0,0,0,0,NA,NA,NA,NA
63265878,NA,NA,0,NA,NA,NA,NA,NA
63265879,0,0,0,0,NA,NA,NA,NA
63265880,0,0,0,0,NA,NA,NA,NA
63265881,NA,NA,0,NA,NA,NA,NA,NA
63265883,NA,NA,0,NA,NA,NA,NA,NA
63265884,0,0,0,0,NA,NA,NA,NA
63265885,NA,1,NA,NA,NA,NA,NA,NA
63265886,NA,NA,NA,1,NA,NA,NA,NA
63265887,NA,NA,1,NA,NA,NA,NA,NA
63265888,1,1,NA,NA,NA,NA,NA,NA
63265890,1,NA,5,NA,NA,NA,NA,NA
63265891,0,0,0,0,NA,NA,NA,NA
63265892,2,2,16,0,18,25,NA,NA
63265893,NA,NA,0,NA,NA,NA,NA,NA
63265894,0,0,0,0,NA,NA,NA,NA
63265895,0,NA,0,0,NA,NA,NA,NA
63265896,1,1,40,0,NA,NA,NA,NA
63265897,NA,NA,0,NA,NA,NA,NA,NA
63265898,NA,NA,2,1,NA,NA,NA,1
63265899,NA,0,2,NA,NA,NA,NA,NA
63265900,0,0,0,0,NA,NA,NA,NA
63265901,NA,NA,1,NA,NA,NA,NA,NA
63265902,1,1,10,0,NA,NA,NA,NA
63265903,NA,NA,0,NA,NA,NA,NA,NA
63265904,0,0,0,0,NA,NA,NA,NA
63265906,0,0,0,0,NA,NA,NA,NA
63265907,0,0,0,0,NA,NA,NA,NA
63265908,NA,NA,1,NA,NA,NA,NA,NA
63265910,1,1,22,NA,NA,NA,NA,NA
63265911,2,2,25,NA,NA,NA,NA,NA
63265913,0,0,1,0,NA,NA,NA,NA
63265916,2,2,25,NA,NA,NA,NA,NA
63265917,0,2,0,NA,NA,NA,NA,NA
63265918,0,0,0,0,NA,NA,NA,NA
63265919,0,NA,0,1,NA,NA,NA,NA
63265920,6,NA,25,NA,NA,NA,NA,NA
63265921,1,NA,1,NA,NA,NA,NA,NA
63265922,NA,NA,22,NA,NA,NA,NA,NA
63265923,0,0,0,0,NA,NA,NA,NA
63265924,0,0,0,0,NA,NA,NA,NA
63265925,NA,NA,0,NA,NA,NA,NA,NA
63265926,0,0,0,0,NA,NA,NA,NA
63265929,0,0,1,0,NA,NA,NA,NA
63265930,0,0,0,0,NA,NA,NA,NA
63265931,50,75,500,20,NA,NA,NA,NA
63265932,0,0,1,0,NA,NA,NA,NA
63265933,0,0,1,0,NA,NA,NA,NA
63265934,1,1,12,0,NA,NA,NA,NA
63265935,NA,NA,3,NA,NA,NA,NA,NA
63265936,0,0,5,0,NA,NA,NA,NA
63265937,1,1,10,0,NA,NA,NA,NA
63265939,10,15,300,5,NA,NA,NA,NA
63265940,0,0,1,0,NA,NA,NA,NA
63265941,1,1,4,0,NA,NA,NA,NA
63265942,0,0,6,0,NA,NA,NA,NA
63265943,0,0,0,0,NA,NA,NA,NA
63265944,0,0,0,0,NA,NA,NA,NA
63265945,NA,NA,6,NA,NA,NA,NA,NA
63265946,8,8,300,2,10,10,NA,NA
63265947,NA,NA,NA,NA,NA,NA,NA,NA
63265948,NA,NA,1,NA,NA,NA,NA,NA
63265949,4,1,50,0,NA,NA,NA,NA
63265950,0,0,0,0,NA,NA,NA,NA
63265951,NA,NA,12,0,NA,NA,15,NA
63265952,NA,NA,0,NA,NA,NA,NA,NA
63265953,1,1,30,0,NA,NA,NA,NA
63265954,0,1,10,0,NA,NA,NA,NA
63265955,0,0,35,0,NA,NA,NA,NA
63265956,0,0,NA,0,NA,NA,NA,NA
63265957,45,25,600,3,NA,NA,NA,NA
63265958,0,0,22,0,NA,NA,NA,NA
63265960,0,0,29,0,NA,NA,NA,NA
63265961,0,0,13,0,NA,NA,NA,NA
63265962,0,0,3,0,NA,NA,NA,NA
63265963,1,0,25,0,NA,NA,NA,NA
63265964,0,0,NA,0,NA,NA,NA,NA
63265965,0,0,13,0,NA,NA,NA,NA
63265966,2,2,25,1,NA,NA,30,NA
63265967,0,0,83,0,NA,NA,NA,NA
63265968,0,0,0,0,NA,NA,NA,NA
63265969,NA,NA,1,NA,NA,NA,NA,NA
63265970,0,0,0,0,NA,NA,NA,NA
63265971,0,0,0,0,NA,NA,NA,NA
63265972,0,0,0,0,NA,NA,NA,NA
63265973,0,0,0,0,NA,NA,NA,NA
63265974,0,0,0,0,NA,NA,NA,NA
63265975,NA,NA,2,NA,NA,NA,NA,NA
63265976,1,1,15,0,NA,NA,NA,NA
63265977,0,3,196,0,NA,NA,NA,NA
63265978,1,1,130,0,NA,NA,NA,NA
63265979,2,2,170,0,NA,NA,NA,NA
63265980,1,1,130,0,NA,NA,NA,NA
63265981,2,2,170,0,NA,NA,NA,NA
63265982,NA,6,2,NA,NA,NA,NA,NA
63265983,0,0,0,0,NA,NA,NA,NA
63265984,0,0,6,0,NA,NA,NA,NA
63265986,0,1,10,0,NA,NA,NA,NA
63265987,0,1,10,0,NA,NA,NA,NA
63265988,0,2,16,0,NA,NA,NA,NA
63265989,1,3,115,0,NA,NA,NA,NA
63265990,NA,2,6,NA,NA,NA,NA,NA
63265991,0,0,1,0,NA,NA,NA,NA
63265992,0,1,50,0,NA,NA,NA,NA
63265993,2,2,38,0,NA,NA,NA,NA
63265994,0,1,50,0,NA,NA,NA,NA
63265995,0,0,0,0,NA,NA,NA,NA
63265996,0,0,1,0,NA,NA,NA,NA
63265997,1,2,200,1,NA,NA,NA,NA
63265998,4,3,500,1,NA,NA,NA,NA
63265999,1,2,194,0,NA,NA,NA,NA
63266000,0,1,150,0,NA,NA,NA,NA
63266001,3,2,300,0,NA,NA,NA,NA
63266002,0,0,0,0,NA,NA,NA,NA
63266003,1,4,35,NA,NA,NA,NA,NA
63266004,1,1,15,0,NA,NA,NA,NA
63266005,1,1,15,0,NA,NA,NA,NA
63266006,0,1,90,0,NA,NA,NA,NA
63266007,0,0,0,0,NA,NA,NA,NA
63266008,NA,2,20,NA,NA,NA,NA,NA
63266009,0,1,3,0,NA,NA,NA,NA
63266010,1,3,121,0,NA,NA,NA,NA
63266012,0,0,6,0,NA,NA,NA,NA
63266013,1,2,90,0,NA,NA,NA,NA
63266014,3,10,270,1,NA,NA,NA,NA
63266015,1,1,15,0,NA,NA,NA,NA
63266016,NA,1,40,NA,NA,NA,NA,NA
63266017,NA,NA,0,NA,NA,NA,NA,NA
63266018,1,1,9,0,NA,NA,NA,NA
63266019,1,1,60,0,NA,NA,NA,NA
63266020,1,1,9,0,NA,NA,NA,NA
63266021,0,1,12,0,NA,NA,NA,NA
63266022,NA,1,1,NA,NA,NA,NA,NA
63266023,NA,NA,0,NA,NA,NA,NA,NA
63266024,0,1,10,0,NA,NA,NA,NA
63266025,0,0,0,0,NA,NA,NA,NA
63266026,0,0,4,0,NA,NA,NA,NA
63266027,0,1,10,0,NA,NA,NA,NA
63266028,0,1,30,0,NA,NA,NA,NA
63266029,NA,1,3,0,NA,NA,NA,NA
63266030,NA,NA,10,NA,NA,NA,NA,NA
63266031,0,1,12,0,NA,NA,NA,NA
63266032,1,2,25,0,NA,NA,NA,NA
63266033,0,0,0,0,NA,NA,NA,NA
63266034,0,1,1,0,NA,NA,NA,NA
63266035,0,0,0,0,NA,NA,NA,NA
63266036,10,3,1000,1,NA,NA,NA,NA
63266037,1,1,130,0,NA,NA,NA,NA
63266038,0,2,0,0,NA,NA,NA,NA
63266039,0,1,2,0,NA,NA,NA,NA
63266040,0,0,0,0,NA,NA,NA,NA
63266041,1,1,0,0,NA,NA,NA,NA
63266042,0,0,46,NA,NA,NA,NA,NA
63266043,NA,1,10,NA,NA,NA,15,NA
63266044,0,2,113,0,NA,NA,NA,NA
63266045,0,0,35,0,NA,NA,NA,NA
63266046,0,0,14,0,NA,NA,NA,NA
63266047,0,0,0,0,NA,NA,NA,NA
63266048,NA,1,0,NA,NA,NA,NA,NA
63266049,0,1,2,0,NA,NA,NA,NA
63266050,0,0,0,0,NA,NA,NA,NA
63266051,0,1,0,0,NA,NA,NA,NA
63266052,0,0,0,0,NA,NA,NA,NA
63266053,0,0,0,0,NA,NA,NA,NA
63266054,1,0,8,0,NA,NA,NA,NA
63266055,0,0,0,0,NA,NA,NA,NA
63266056,0,0,NA,0,NA,NA,NA,NA
63266057,NA,2,3,NA,NA,NA,NA,NA
63266058,0,0,0,3,NA,NA,NA,NA
63266059,0,0,0,0,NA,NA,NA,NA
63266060,0,1,0,0,NA,NA,NA,NA
63266061,0,0,0,0,NA,NA,NA,NA
63266062,NA,NA,0,8,NA,NA,NA,NA
63266063,NA,1,NA,0,NA,NA,NA,NA
63266064,0,0,NA,0,NA,NA,NA,NA
63266065,0,1,65,0,NA,NA,NA,NA
63266066,NA,2,NA,NA,NA,NA,NA,NA
63266067,0,0,0,0,NA,NA,NA,NA
63266068,0,0,5,0,NA,NA,NA,NA
63266070,0,0,0,3,NA,NA,NA,NA
63266071,2,4,75,0,NA,NA,NA,NA
63266072,0,0,0,0,NA,NA,NA,NA
63266073,NA,NA,1,NA,NA,NA,NA,NA
63266074,3,3,0,NA,NA,NA,NA,NA
63266075,0,0,6,0,NA,NA,NA,NA
63266076,0,1,NA,0,NA,NA,NA,NA
63266077,0,0,0,0,NA,NA,NA,NA
63266078,0,0,0,0,NA,NA,NA,NA
63266079,NA,0,0,NA,NA,NA,NA,NA
63266080,0,0,25,0,NA,NA,30,NA
63266082,NA,NA,NA,NA,NA,NA,NA,NA
63264355,0,0,0,0,NA,NA,NA,NA
63264418,NA,NA,0,NA,NA,NA,NA,NA
63264420,NA,NA,0,NA,NA,NA,NA,NA
63264437,NA,NA,0,NA,NA,NA,NA,NA
63264443,0,0,0,0,NA,NA,NA,NA
63264461,NA,NA,0,NA,NA,NA,NA,NA
63264473,0,0,0,0,NA,NA,NA,NA
63264480,0,0,0,0,NA,NA,NA,NA
63264500,0,0,0,0,NA,NA,NA,NA
63264505,0,0,0,0,NA,NA,NA,NA
63264549,NA,NA,0,NA,NA,NA,NA,NA
63264619,0,0,0,0,NA,NA,NA,NA
63264632,0,0,0,0,NA,NA,NA,NA
63264662,0,0,0,0,NA,NA,NA,NA
63264670,0,0,0,0,NA,NA,NA,NA
63264691,0,0,0,0,NA,NA,NA,NA
