"subject_id","temp_surface_max_c","temp_surface_min_c","temp_bottom_max_c","temp_bottom_min_c","do_above_thermo_max_ppm","do_above_thermo_min_ppm","do_in_thermo_max_ppm","do_in_thermo_min_ppm","do_below_thermo_max_ppm","do_below_thermo_min_ppm"
63265164,NA,24.444,NA,21.111,NA,NA,NA,NA,NA,NA
63265165,NA,21.667,NA,7.778,NA,7.5,NA,0.2,NA,0
63265166,NA,24.2,NA,17.8,7.4,7.5,NA,NA,NA,3.1
63265167,NA,22.222,NA,20,NA,8,NA,NA,NA,NA
63265168,NA,23.333,NA,4.444,8,7,8,5,5,1
63265170,NA,23.333,NA,11.111,10,7.5,NA,10,0.5,2.1
63265171,NA,24.444,NA,13.333,NA,7.5,NA,4,NA,0
63265172,25.556,21.111,NA,53,NA,NA,NA,NA,0,0
63265174,18.889,23.333,11.111,10.556,7.7,7.6,NA,1.7,NA,NA
63265175,NA,21.111,NA,8.333,NA,9,NA,NA,NA,0
63265176,NA,17.778,NA,NA,NA,NA,NA,NA,NA,NA
63265177,NA,25,NA,13.2,NA,NA,8.7,7,NA,NA
63265178,NA,24.444,NA,6.778,NA,7.4,0,6.9,NA,0
63265179,NA,25.2,NA,20.3,NA,7.2,NA,NA,NA,6
63265180,NA,26.111,NA,23.889,8.5,7.7,NA,NA,NA,NA
63265181,NA,25.667,NA,9.167,NA,9.6,NA,NA,1.2,4.5
63265182,NA,25.444,NA,7.778,4.9,6.6,NA,NA,NA,NA
63265183,NA,25,NA,7.778,4.9,6.6,NA,NA,NA,NA
63265184,NA,25.556,7.778,5.556,8.2,7.8,4.4,9.6,0,1
63265185,NA,24.444,NA,7.222,NA,NA,NA,NA,NA,NA
63265186,NA,27.222,NA,26.667,NA,8.8,NA,NA,NA,NA
63265187,NA,25.556,NA,7.222,NA,NA,7.4,7.6,NA,5.1
63265188,NA,24.611,NA,9.667,NA,8.8,NA,8.8,NA,NA
63265189,NA,22.2,NA,21.8,NA,NA,NA,NA,NA,NA
63265190,NA,21.111,NA,22.2,NA,7.2,NA,NA,NA,NA
63265191,NA,20,NA,19.7,NA,6.9,NA,NA,NA,6.9
63265192,27.778,25.556,NA,13.6,1.8,9,1.8,0,NA,0
63265193,23.889,16.667,18.3,17.8,6.6,5.4,NA,NA,8.1,8
63265194,24.444,20,18.889,18.611,8.4,7.2,NA,NA,NA,NA
63265195,22.222,21.111,22.222,20.556,7.8,5.9,NA,NA,3.9,5.9
63265196,21.389,23.333,5,5,8.4,9.6,7.3,8.2,5.3,8.8
63265197,NA,21.9,NA,8.7,9.6,9.12,NA,NA,NA,NA
63265198,NA,24.444,7.222,11.389,NA,8.2,0,5,NA,0
63265199,25,20,10,7.778,9.6,7.5,5.9,5.5,1.2,4.1
63265200,NA,25.556,NA,7.778,NA,8.6,1.7,8,0,0.2
63265201,NA,22.222,NA,10,NA,8.4,1.6,7.7,NA,NA
63265202,23.833,20.889,21.389,19.111,9.8,8.3,NA,NA,9.1,8.1
63265203,NA,21.667,NA,16.111,6.9,7.6,NA,NA,0.4,2.3
63265204,21.667,18.333,NA,5,7.6,7.4,9.2,7.6,8.4,9.7
63265205,NA,21.2,NA,5.3,5.8,5.6,5.5,2,NA,2
63265206,NA,25.556,NA,8.889,NA,9.2,3.4,7.9,0.3,3.6
63265208,23.333,22.778,16.111,17.778,6.3,7.9,0.2,4.8,NA,NA
63265209,NA,25.556,NA,6.111,NA,9.4,0,6.3,NA,0
63265210,20.556,19.444,NA,NA,NA,NA,NA,NA,NA,NA
63265211,NA,17.778,NA,18.889,6.2,5.8,NA,NA,NA,NA
63265212,NA,22,NA,9,NA,5.6,0,4.18,NA,NA
63265213,NA,19.6,NA,19.8,NA,NA,NA,NA,NA,NA
63265214,NA,22,NA,6.1,NA,6,NA,NA,NA,0
63265216,NA,22.5,NA,8.611,NA,7.6,NA,NA,NA,0
63265217,NA,24.4,NA,13.4,8.1,8.1,5.5,7.5,0,5.3
63265219,NA,24.5,NA,7.9,NA,7.9,0,7.4,NA,0
63265220,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
63265222,NA,20.556,NA,6.389,NA,4.8,NA,NA,NA,0
63265223,NA,22.222,NA,4.444,NA,9,5,7,2,4
63265224,NA,22,NA,9.2,NA,4.6,NA,NA,NA,0
63265225,21.111,17.222,NA,13.167,NA,7.1,6.7,5.2,NA,4.7
63265226,NA,20,NA,NA,4,4.8,0,4,NA,NA
63265227,NA,17.778,NA,NA,NA,NA,NA,NA,NA,NA
63265228,NA,20.556,NA,5,NA,7.2,0.7,6.8,NA,NA
63265229,NA,28.889,NA,NA,6.8,7.2,NA,NA,NA,2.8
63265230,NA,21.667,NA,18.889,6.8,7.5,NA,6.6,5,6.6
63265233,23.889,21.111,NA,12.6,5.8,6.6,NA,2.7,NA,NA
63265234,NA,20.7,NA,8.2,NA,NA,0,3.8,NA,NA
63265237,NA,20.9,NA,15.4,0.41,5.57,NA,NA,NA,NA
63265238,NA,26.667,NA,21.111,NA,6,NA,6,NA,NA
63265239,24,20,13,11,6.8,5.5,NA,NA,3.3,0
63265240,NA,22.222,NA,18.889,NA,8,NA,8,NA,NA
63265241,23.333,16.667,NA,10.556,6.8,1.2,NA,NA,0.3,0
63265242,NA,19.444,NA,12.222,8.3,8.6,NA,NA,NA,NA
63265245,19.3,16.6,NA,12,NA,4,NA,NA,NA,0
63265246,24.4,23.9,NA,6.9,8,7,NA,NA,0.1,0
63265247,23.333,19.444,NA,19.667,7.6,7.3,NA,NA,NA,NA
63265249,26.111,25,6.667,11.389,NA,8.2,8.4,8.4,0.4,10.8
63265250,19.444,17.222,NA,10,6.9,6.2,0.7,5.6,NA,0
63265251,NA,19.444,NA,6.111,66.8,67.3,NA,NA,NA,NA
63265253,20,22.778,NA,9.2,NA,7.3,NA,NA,NA,0
63265254,19.444,17.222,NA,10,6.9,6.2,0.7,5.6,NA,0
63265256,21.667,20.556,NA,10.556,2.2,3.5,0.1,1.4,NA,NA
63265257,NA,18.333,NA,12.222,7,5.1,0.3,1.9,NA,NA
63265260,27.6,26.2,18.2,15.1,8.8,5,NA,NA,0,0
63265261,NA,27,NA,24.8,NA,10,NA,NA,NA,NA
63265262,24.444,21.111,NA,10.556,7.6,8.3,2.6,7.4,0,0.8
63265263,22.778,18.889,12.4,9.7,5.2,7.6,NA,NA,0.5,1.7
63265264,22.4,22.4,8.7,8.7,9.3,6.7,NA,NA,1.9,0.15
63265265,25,21.111,10.2,22.7,7.6,9.2,3.1,6.3,0.7,4
63265266,NA,25,NA,10,3.1,12.4,0,2.9,NA,0
63265267,20,18.333,NA,12.3,6.6,8.5,NA,NA,NA,NA
63265269,NA,23.333,NA,7.222,NA,NA,NA,NA,NA,0
63265270,NA,27.722,NA,8.444,NA,NA,1.7,13.2,NA,NA
63265273,NA,27.722,NA,8.444,NA,NA,1.7,13.2,NA,NA
63265274,21.667,18.889,NA,5.5,NA,9.3,NA,NA,0.1,7.7
63265275,NA,25,NA,24.8,NA,6.5,NA,NA,NA,NA
63265276,NA,25.278,NA,15.833,7.2,7.4,NA,7,NA,NA
63265277,21.111,21.111,12.4,17.1,5.2,7.5,0.7,6.8,0,0.7
63265278,NA,25.278,NA,15.833,7.2,7.4,NA,7,NA,NA
63265279,NA,26.1,NA,21.2,7.1,2.1,NA,NA,NA,NA
63265280,NA,24.889,NA,6.389,7.8,7.5,2.8,7.5,NA,NA
63265281,NA,25.556,NA,6.667,7.6,7.9,0.2,2.6,0,0.1
63265282,NA,24.889,NA,23.333,NA,NA,NA,NA,NA,NA
63265284,26.111,25,9.444,12.778,6.2,8.9,0.5,7.3,0.3,0.2
63265286,25,21.111,NA,14.3,7,7.9,1.5,6.3,NA,NA
63265287,NA,24.4,NA,7.5,NA,7.9,NA,NA,0.3,0
63265288,NA,19.444,NA,18.9,NA,67,NA,NA,NA,NA
63265289,NA,21.222,NA,7.167,4.8,8,0,4.8,NA,0
63265291,NA,23.333,NA,6.111,NA,NA,NA,NA,NA,NA
63265293,17.222,18.333,NA,17,7.5,7.6,NA,NA,NA,NA
63265294,NA,18.333,NA,7.056,NA,8.9,NA,7,0,2.5
63265295,NA,23.333,NA,15.556,7.3,7.8,1.6,5.6,NA,0.6
63265296,16.5,14.6,NA,5.9,10.35,10.2,NA,NA,12.2,10.7
63265297,NA,20.556,NA,8.778,NA,8.6,6.6,7.2,NA,2.2
63265298,23.889,22.222,NA,12.222,7.3,7.5,1.2,5.5,0,0.3
63265300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63265301,NA,24.444,NA,23.333,NA,7.8,NA,NA,NA,7.3
63265302,NA,18.889,NA,NA,NA,NA,NA,NA,NA,NA
63265303,23.5,22,NA,8.3,9.6,9.1,NA,NA,0.4,6.1
63265305,11.1,19.8,10.2,11.6,8.3,8.3,NA,NA,3.1,6.6
63265306,NA,22.1,NA,8.5,NA,8.5,NA,0.6,NA,0.6
63265307,NA,25.556,NA,10.444,NA,9.6,0.8,5.4,NA,0
63265309,NA,22.778,NA,10.556,7.7,9.3,NA,NA,0,1.5
63265310,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA
63265311,NA,20.6,NA,18.6,NA,5.6,NA,NA,NA,NA
63265312,NA,23.889,NA,8.444,7.4,7.6,0,5.2,NA,0
63265313,NA,26.111,NA,10.556,5.6,7.4,1.1,5.6,0,1.1
63265314,NA,19.444,NA,NA,NA,NA,NA,NA,NA,NA
63265315,NA,26.111,NA,8.889,NA,6.8,NA,NA,NA,NA
63265316,23.7,21.9,21.2,11.8,9.5,1.9,NA,NA,1.9,0
63265317,23.333,22.778,13.333,9.444,2,8.1,2,4.4,1.7,1.3
63265318,26.111,22.778,11.111,10.556,7.8,8.6,0.9,7.8,0,0.9
63265319,29.4,25,12.7,10.3,9.4,8.4,NA,NA,2.5,0
63265320,NA,23.889,NA,19.278,4.8,6.7,NA,NA,NA,NA
63265321,NA,21.667,13.889,10.556,NA,7.3,1.1,7.3,NA,0
63265322,24.7,22.5,8,7.1,11.7,8.4,NA,NA,0.7,0
63265323,26.8,22.4,20.1,14.5,9.5,0,NA,NA,NA,0
63265324,20.3,19.5,NA,8.7,8.8,7.7,NA,NA,0.2,0
63265325,NA,19.5,NA,17.1,9.9,9.2,NA,NA,NA,NA
63265326,NA,25,NA,10.444,9.5,8.5,NA,NA,NA,1.8
63265327,NA,26.667,NA,12.2,3.85,7.09,NA,NA,NA,0.8
63265328,NA,20.556,NA,NA,NA,7.6,NA,NA,NA,NA
63265329,19.8,17.9,17.9,17.3,11.3,3,NA,NA,NA,NA
63265331,NA,23.333,NA,9.444,NA,7.2,0.5,5.1,NA,0
63265332,NA,25,NA,10.444,9.5,8.5,NA,NA,NA,1.8
63265333,NA,26.111,NA,13.333,7.9,8.5,0.5,4.8,NA,0
63265334,NA,18.333,NA,NA,NA,NA,NA,NA,NA,NA
63265335,NA,18.889,NA,14.444,2.9,4.6,NA,NA,NA,NA
63265336,NA,NA,NA,NA,NA,8,NA,NA,0.1,3.5
63265337,NA,21.4,NA,18.8,5,4.7,NA,NA,NA,0
63265338,NA,26.667,11.667,23.889,NA,6,3.7,0.4,NA,0
63265340,NA,24.444,NA,8.8,NA,8.1,NA,NA,1.51,8.6
63265341,NA,20.556,NA,15.556,NA,9.9,5,10.9,NA,1.4
63265342,NA,23.889,NA,8.889,NA,8,0,8.4,NA,0
63265343,NA,26.111,NA,14.444,NA,7,0,6.3,NA,0
63265344,NA,27.778,NA,27.222,NA,8,NA,NA,NA,NA
63265345,NA,26.111,NA,7.778,NA,NA,NA,NA,5,0.4
63265346,NA,23.889,NA,18.889,NA,NA,NA,NA,0,8.5
63265347,NA,26.667,NA,11.111,NA,7.2,0.4,3.1,NA,0.4
63265348,NA,23.722,NA,6.556,8,6.6,NA,NA,3,10.2
63265349,23.889,27.778,NA,6.111,8.2,7.5,12.9,11.9,0.4,8
63265351,NA,25.556,NA,25,7.6,7.8,NA,NA,NA,NA
63265352,NA,26.4,NA,6.6,NA,NA,NA,NA,0.18,7.04
63265353,NA,27.778,NA,6.667,7.7,7.6,12,15,0,11
63265354,NA,23.333,NA,9.444,NA,NA,1.6,4.2,0.3,0.3
63265355,NA,27.778,NA,23.333,7.8,8.4,NA,NA,NA,NA
63265356,NA,26.667,NA,23.611,7.8,5.6,NA,NA,NA,NA
63265357,NA,26.111,NA,NA,NA,NA,NA,NA,0.6,1.7
63265358,NA,21.667,NA,5.8,NA,10.2,NA,4.8,1.2,0.2
63265359,NA,26,NA,11,NA,7.9,13.46,8.4,NA,NA
63265360,NA,24.444,NA,9.444,NA,NA,2.8,10.1,0.6,0.6
63265361,NA,25.111,7.222,8.778,7.6,7,NA,NA,0.4,9.8
63265362,NA,25.556,NA,7.222,NA,7.9,NA,NA,NA,3.4
63265363,NA,22.5,NA,9.8,0.8,7.4,NA,NA,NA,0.8
63265365,NA,25.6,NA,17.2,NA,8.3,NA,NA,NA,4.8
63265366,NA,23.4,NA,9.3,2.3,8.4,NA,NA,NA,NA
63265367,NA,25.722,NA,9.667,NA,7.4,1.7,4.5,NA,NA
63265368,NA,19.444,NA,20.556,NA,NA,NA,NA,NA,NA
63265369,NA,24.167,NA,7.889,6.5,6.8,NA,6.9,NA,NA
63265370,NA,22.222,NA,20,NA,NA,NA,NA,NA,NA
63265371,NA,23.222,NA,7.556,NA,8.3,0.5,7.8,NA,NA
63265372,NA,23.889,NA,6.667,8.9,9,0.5,7.9,NA,NA
63265373,NA,24.167,NA,8.222,6.7,7.2,NA,4.1,NA,NA
63265375,NA,26.889,NA,5,NA,6.3,1.6,9.1,NA,NA
63265376,NA,22.222,NA,17.5,NA,6.8,NA,4.2,NA,4.2
63265377,NA,24.1,NA,21,NA,8.7,NA,NA,NA,NA
63265378,NA,22.5,NA,6.056,NA,7.1,0,1.3,NA,0
63265379,NA,21.111,NA,NA,NA,8.3,0.2,4.1,NA,0
63265380,NA,21.111,NA,7.222,NA,9.1,NA,NA,0,9.9
63265381,22.5,20.556,NA,8.8,7.2,7.9,NA,NA,4.1,6.1
63265382,NA,23.4,NA,11.7,6.7,7.2,NA,NA,NA,6.7
63265383,NA,30,NA,7.5,7.9,8.4,3.2,9.1,0,2.2
63265384,NA,24.444,NA,6.5,NA,7.5,3.4,7.5,NA,NA
63265385,NA,22.5,NA,6.667,NA,8.9,NA,NA,0,9.1
63265386,NA,23.889,NA,11.111,7.1,8.1,0,7.3,NA,0
63265387,NA,25.556,NA,11.389,NA,NA,0,9.4,NA,NA
63265388,NA,24.889,NA,7.056,6.4,6.9,NA,6.3,NA,NA
63265389,NA,24.556,NA,6,NA,6.4,NA,2.2,NA,NA
63265390,NA,25.556,NA,12.2,7.5,7.6,0.3,6.9,NA,0
63265391,NA,22.778,NA,6.667,8,8.6,NA,NA,NA,NA
63265392,NA,24.167,NA,11.444,NA,6.5,1.7,2.2,NA,NA
63265393,NA,24.5,NA,8.5,NA,NA,NA,9.6,NA,NA
63265394,NA,25.556,NA,6.111,NA,7.9,NA,NA,1.2,1.1
63265395,NA,23.611,NA,6.111,NA,NA,0,7.1,NA,0
63265396,NA,20.556,NA,14.444,1.2,8.5,NA,NA,NA,NA
63265397,NA,23.889,NA,8.611,NA,8.7,0.6,8.1,NA,NA
63265398,NA,23.333,NA,8.167,NA,7.9,0,10.2,NA,0
63265399,NA,26.667,NA,NA,NA,NA,NA,NA,NA,NA
63265402,NA,25.222,NA,22.111,NA,6.7,NA,NA,NA,7
63265404,NA,21.667,NA,23.278,NA,7.2,NA,NA,NA,7.2
63265405,NA,21.111,NA,15.389,NA,NA,NA,9.3,NA,1.2
63265407,NA,24.444,NA,8.8,8.2,8.2,NA,NA,1.5,1.5
63265409,NA,24.444,NA,11.667,NA,6.8,NA,1.4,NA,NA
63265410,NA,23.333,NA,22.778,NA,NA,NA,NA,NA,NA
63265413,NA,21.111,NA,NA,NA,NA,NA,NA,NA,NA
63265415,NA,24.278,NA,9,NA,9,6.8,8.3,0.53,2
63265416,NA,23.889,NA,19.444,8,8,NA,NA,4,0
63265422,NA,23.333,NA,NA,NA,NA,NA,NA,NA,NA
63265423,NA,25.556,NA,11.389,NA,8.2,2.7,7.3,NA,0
63265424,NA,25.556,NA,10.278,NA,8.3,NA,NA,NA,4.2
63265425,NA,29.444,NA,NA,NA,NA,NA,NA,NA,NA
63265427,NA,21.111,NA,10.222,NA,8.2,15.1,8.4,NA,3.3
63265428,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
63265429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63265430,NA,28.889,NA,NA,NA,NA,NA,NA,NA,NA
63265431,NA,24.444,NA,23.333,NA,NA,NA,NA,NA,NA
63265432,NA,22.222,NA,22.6,6,5.3,NA,NA,NA,NA
63265433,NA,24.444,NA,7.778,NA,NA,NA,NA,NA,2.4
63265434,NA,25,NA,12.111,NA,7.7,0.4,7.25,NA,NA
63265436,NA,NA,NA,16.667,NA,NA,NA,NA,NA,NA
63265437,NA,22.778,NA,10,NA,7.2,1.1,4.6,NA,NA
63265439,NA,21.111,NA,21.2,7.9,8,NA,NA,NA,NA
63265440,NA,21.111,NA,13,NA,NA,NA,NA,NA,NA
63265442,NA,24.1,NA,12.3,NA,8.2,NA,0.4,NA,NA
63265445,NA,24.444,NA,6.111,NA,7.6,NA,8,2.6,11.3
63265446,NA,23.889,NA,20,NA,NA,NA,NA,NA,NA
63265448,NA,24.444,NA,24.444,8.3,7.3,NA,NA,NA,NA
63265449,28.333,24.444,NA,14.444,NA,8.4,5.9,6.4,3.4,3.9
63265450,28.333,23.333,NA,10.389,8.5,8.1,NA,8.5,9,3.5
63265452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63265455,NA,23.889,NA,13.333,NA,7.74,NA,5.63,2.55,3.6
63265457,NA,22.778,NA,16.667,NA,NA,NA,NA,NA,NA
63265458,NA,18.889,NA,NA,NA,NA,NA,NA,NA,NA
63265460,28.333,27.222,12.222,11.111,6.8,8.8,0.3,6.6,3,0.3
63265461,21.667,20.444,NA,11.444,9.9,9.1,9.9,6.6,NA,NA
63265462,NA,23.333,NA,NA,NA,NA,NA,NA,NA,NA
63265463,NA,22.778,13.2,12,6.3,7.2,0.3,3.7,NA,0
63265464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63265465,NA,23.889,NA,10.6,5.7,8.2,0.4,4.9,0,0.2
63265466,NA,23.5,NA,11.1,NA,8.3,NA,NA,0.7,0
63265467,NA,24.444,NA,10,NA,NA,NA,NA,NA,NA
63265469,NA,23.889,NA,9.444,NA,8.6,0,5.7,NA,0.2
63265470,NA,24.722,NA,10.556,NA,8.2,8.1,6.7,NA,1
63265471,NA,26.667,NA,21.111,0.8,4.5,NA,NA,0.8,1.9
63265472,NA,26.667,NA,NA,9,5,NA,NA,NA,NA
63265473,NA,24.444,NA,5.556,8,7,NA,NA,NA,3
63265474,NA,26.111,NA,12.222,9,5,0.3,5,NA,0.3
63265475,NA,20.111,NA,6.889,8.6,8.5,0.2,6.8,NA,NA
63265477,NA,22.222,NA,15,8,6,NA,1,NA,1
63265478,NA,31.111,NA,NA,NA,NA,NA,NA,NA,NA
63265479,23.1,20.9,7.7,7.2,9.8,7.9,NA,NA,0.6,0
63265480,23.2,22.6,15.6,8.9,6.8,4.3,NA,NA,0,0
63265481,NA,23.722,NA,11.389,NA,8.4,0.7,4.2,NA,NA
63265482,23.8,23,18.5,8.6,7.2,7.5,NA,NA,0,0
63265483,NA,18.333,NA,NA,NA,NA,NA,NA,NA,NA
63265484,NA,26.667,NA,11.667,NA,6.2,NA,4.9,NA,0
63265485,NA,26.111,NA,12.222,8,5,3,0,NA,0
63265486,24.3,24.5,NA,18.9,7.8,6.6,NA,NA,NA,NA
63265487,NA,25,NA,11.111,7.3,5.6,5.2,0.3,NA,0
63265488,22.222,17.222,NA,5.556,NA,9.7,9.7,4,4,1.6
63265489,22.222,17.222,22.222,5.556,NA,9.17,9.7,4,4,1.6
63265490,NA,22.778,NA,11.111,NA,7,6,0,NA,0
63265491,NA,18.333,NA,NA,NA,NA,NA,NA,NA,NA
63265492,22.778,21.111,NA,NA,NA,9,NA,NA,NA,NA
63265493,NA,26.111,NA,NA,NA,NA,NA,NA,NA,NA
63265494,18.333,17.222,NA,NA,NA,NA,NA,NA,NA,NA
63265495,NA,23.889,NA,17.778,NA,NA,7.5,7.6,NA,NA
63265497,21.667,20,NA,6.111,8.5,8.3,13.3,8.3,10.8,3.4
63265498,NA,18.4,NA,17.2,8.6,8.6,NA,NA,NA,NA
63265499,NA,22.222,NA,10,7.5,6.7,NA,5.7,NA,NA
63265500,20,18.889,NA,NA,NA,NA,NA,NA,NA,NA
63265501,NA,17.222,NA,11.667,NA,5.5,NA,NA,NA,NA
63265502,NA,21.667,16.667,8.333,NA,12,NA,8,NA,1
63265503,NA,21.222,NA,8.556,NA,7,6.6,1.4,NA,0
63265504,20.1,21.8,6.6,7.9,6.8,7.3,1.3,6.8,NA,0
63265505,NA,20,NA,7.778,8.2,7.7,3.5,1.1,NA,0.39
63265506,NA,24.444,NA,4.444,NA,8,7,2,2,1
63265507,NA,26.667,NA,21.667,NA,NA,NA,NA,NA,NA
63265509,NA,14.444,NA,NA,NA,NA,NA,NA,NA,NA
63265510,NA,21.389,NA,18.8,NA,11.5,NA,NA,NA,NA
63265512,NA,20.5,NA,16.8,NA,NA,3.3,6,NA,NA
63265513,NA,24.444,NA,NA,NA,NA,NA,NA,NA,NA
63265515,17.778,16.667,NA,5,NA,8.4,NA,9,4.2,0
63265516,NA,24.444,NA,4.444,9,8.2,10.9,9,NA,NA
63265518,NA,22.5,NA,6,NA,NA,10,8,NA,NA
63265520,NA,17.778,NA,NA,NA,NA,NA,NA,NA,NA
63265521,25.556,24.444,NA,NA,NA,NA,NA,NA,NA,NA
63265522,NA,12.778,NA,11.667,NA,11.5,NA,NA,NA,NA
63265523,NA,80,NA,50,NA,NA,7.8,7.7,NA,NA
63265525,NA,25,NA,13.889,NA,6.8,8.2,6.2,NA,2.4
63265526,22.778,20,NA,9.444,8.2,8.1,8.2,0.7,NA,NA
63265527,NA,10.556,NA,10.556,NA,9,NA,NA,NA,NA
63265528,NA,13.333,NA,10.556,NA,11.5,NA,NA,NA,NA
63265529,NA,23.7,NA,11.2,NA,NA,11.6,9.2,NA,NA
63265530,NA,17,NA,17.5,8.1,6.9,NA,NA,NA,NA
63265531,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
63265532,NA,11.667,NA,11.667,NA,11,NA,NA,NA,NA
63265533,NA,21.111,NA,7.222,NA,8,NA,7,NA,1
63265534,NA,23.333,NA,4.444,9,8,8,3,3,0
63265536,NA,16.111,NA,NA,NA,NA,NA,NA,NA,NA
63265537,NA,17.222,NA,NA,NA,NA,NA,NA,NA,NA
63265538,NA,21.111,NA,15.556,8,5,NA,NA,NA,NA
63265539,NA,19.5,NA,7,NA,7.5,NA,NA,NA,0
63265540,NA,16.667,NA,NA,NA,NA,NA,NA,NA,NA
63265541,NA,16.111,NA,NA,NA,NA,NA,NA,NA,NA
63265542,NA,20.556,NA,19.444,NA,9,NA,NA,NA,NA
63265544,NA,24.444,NA,22.222,NA,9,NA,NA,NA,NA
63265545,NA,24.444,NA,22.222,8,7,NA,0,NA,NA
63265546,NA,22.222,NA,19.444,NA,9.7,NA,NA,NA,NA
63265547,NA,21.389,NA,21.111,9.8,9.8,NA,NA,NA,NA
63265548,NA,21.111,NA,NA,NA,NA,NA,NA,NA,NA
63265549,20.2,20.4,NA,NA,6,8.2,NA,NA,NA,NA
63265550,NA,23.333,NA,20,3,8,NA,0,NA,NA
63265552,19.8,20.2,NA,NA,6.4,6.9,NA,NA,NA,NA
63265553,NA,25.556,NA,23.333,NA,9,NA,NA,NA,NA
63265554,NA,24.3,NA,9.1,NA,7.1,NA,NA,NA,0.3
63265555,23.333,21.667,NA,71,0,10.2,NA,NA,NA,NA
63265556,NA,29.444,NA,7.778,7.6,7.2,7.1,2.8,NA,2.8
63265558,NA,23.889,NA,6.3,NA,8.5,NA,NA,NA,2
63265559,23.333,19.444,NA,5.1,NA,8.6,NA,4.2,4.2,0.3
63265560,22.778,17.222,NA,13.3,11.4,8.8,4.4,6.4,NA,NA
63265561,NA,23.4,NA,5.2,8.4,6.8,0.7,6.8,NA,0.7
63265562,NA,24.444,NA,20,NA,8,NA,7,NA,3
63265563,NA,23.889,NA,20.556,NA,8,NA,6,NA,NA
63265564,NA,18.889,NA,NA,NA,NA,NA,NA,NA,NA
63265565,NA,26.111,NA,18.9,6.1,5.3,NA,NA,NA,NA
63265566,NA,20,NA,16.667,10,5.4,NA,NA,NA,NA
63265567,NA,21,NA,NA,5.2,4.8,NA,NA,NA,NA
63265568,NA,16.667,NA,9.444,NA,NA,NA,NA,NA,NA
63265569,18.7,19.4,16.4,17.2,7,7.1,NA,7,0,1.8
63265570,NA,22.222,NA,8.889,8.9,8.3,7.8,1.5,NA,NA
63265572,NA,19.5,NA,8.9,6.2,6.6,3,6.2,NA,NA
63265573,25.6,24.1,11.4,18.3,6.8,5.8,NA,NA,NA,1.85
63265575,NA,19.111,NA,9.5,NA,7,6.6,7.9,NA,NA
63265576,NA,20,NA,20,9,8,NA,NA,NA,NA
63265577,18.8,20,8.8,10.8,NA,7.2,NA,NA,0,2.6
63265578,NA,19.9,NA,19.6,5.6,5.2,NA,NA,NA,NA
63265579,NA,20,NA,19.444,NA,8,NA,NA,NA,NA
63265580,NA,16.111,NA,5,NA,9,9,5,NA,2
63265581,NA,23,NA,6,6.8,7,NA,NA,NA,1
63265582,NA,20.9,NA,5.2,6.6,7.2,0.8,4.4,NA,0.2
63265583,NA,21.389,NA,5.278,NA,NA,0.4,6.2,0,0.4
63265584,NA,17,NA,15.722,7.2,6.4,NA,NA,NA,NA
63265587,23.333,21.667,NA,8.2,8.1,7.8,7.8,3.9,3.9,0
63265588,NA,20.6,NA,16.4,5.4,6.6,NA,NA,NA,NA
63265589,NA,22.222,NA,5.3,6.8,6.6,6,5.4,NA,5.4
63265590,NA,21.4,NA,18.8,6.4,6.8,NA,NA,NA,NA
63265591,NA,22.222,NA,5.3,6.8,6.6,6,5.4,NA,5.4
63265592,NA,20.2,NA,NA,NA,8,NA,NA,NA,NA
63265593,NA,18.9,NA,18.6,NA,5.4,NA,NA,NA,NA
63265595,NA,23.889,NA,13.333,NA,8,NA,3,NA,2
63265596,NA,25.556,NA,5.556,NA,NA,NA,NA,NA,NA
63265597,NA,20.389,NA,15.389,7.6,8.8,NA,NA,NA,NA
63265598,NA,19.444,NA,17.222,5,4,NA,NA,NA,NA
63265599,NA,18.8,NA,17.4,6.6,7.4,NA,NA,NA,NA
63265600,NA,27.778,NA,27.778,NA,5.5,NA,NA,NA,NA
63265601,NA,17.778,NA,16.667,NA,7,NA,NA,NA,NA
63265602,NA,21.667,NA,21.667,NA,6.7,NA,NA,NA,NA
63265603,18.333,17.778,NA,5.889,NA,7.3,7.3,1.8,1,0
63265604,NA,21.111,NA,NA,NA,NA,NA,NA,NA,NA
63265605,NA,20.556,NA,17.778,6,6.4,NA,NA,NA,NA
63265606,22.389,21.778,17.722,16,NA,8.2,8.3,0,NA,NA
63265607,NA,20.556,NA,20,9,8,NA,NA,NA,NA
63265608,NA,23.889,NA,11.2,8.3,8.1,NA,NA,0.5,3.8
63265609,NA,20,NA,9.4,2.1,4.4,NA,NA,NA,NA
63265610,25,22.222,22.6,19.7,6.4,6.1,NA,NA,NA,NA
63265611,NA,18.333,NA,NA,NA,NA,NA,NA,NA,NA
63265613,NA,18.889,NA,15,8,7,7,5,NA,NA
63265614,NA,18.889,NA,16.667,NA,8,NA,8,NA,NA
63265616,20.2,18.9,12.4,11.8,6.6,7.8,NA,NA,NA,0
