"new_key","lat_dd","long_dd","mdnrid","nhdid"
"44-323",43.16721,-83.28232,"L3216","147103970"
"44-328",43.1735,-83.33813,"L92","147103965"
"44-339",43.27582,-83.30093,"L6132","147103876"
"44-340",43.27665,-83.29209,"L243","147103874"
"44-343",42.97666,-83.36315,"L8462","147104339"
"44-344",42.95683,-83.32887,"L11657","147104357"
"44-345",43.0436,-83.24676,"L11228","147104213"
"44-346",42.88301,-83.44142,"L11078","147104527"
"44-347",42.95419,-83.3255,"L3212","147104367"
"44-348",42.94619,-83.3253,"L8086","147104374"
"44-349",43.12245,-83.2626,"L7663","147104043"
"44-350",42.95362,-83.25464,"L2942","147104360"
"44-351",42.96584,-83.10139,"L2391","155404827"
"44-352",43.03158,-83.27251,"L5460","147104227"
"44-353",43.17981,-83.30735,"L810","147103953"
"44-354",43.11598,-83.15122,"L6747","155404739"
"44-355",42.90938,-83.41499,"L10488","147104443"
"44-356",43.11469,-83.22528,"L13074","147104055"
"44-357",43.08508,-83.12138,"L9428","155404754"
"44-358",42.9531,-83.35431,"L784","147104366"
"44-359",42.95764,-83.44653,"L10076","147104354"
"44-36",42.93166,-83.39898,"L13194","147104401"
"44-360",42.92947,-83.361,"L11643","147104405"
"44-361",42.95115,-83.23411,"L3921","147104359"
"44-362",42.9075,-83.37757,"L3343","147104446"
"44-363",43.13042,-83.23862,"L6031","147104026"
"44-364",43.16827,-83.31568,"L4131","147103971"
"44-365",43.07722,-83.13424,"L10123","155404760"
"44-366",43.13713,-83.42187,"L6096","147104022"
"44-367",43.09963,-83.41449,"L7124","147104114"
"44-368",43.14724,-83.34445,"L49008",NA
"44-41",42.9236,-83.43537,"L13742","147104420"
"44-43",42.9336,-83.44343,"L13388","147104398"
"44-44",42.92971,-83.44176,"L6580","147104406"
"44-48",42.91245,-83.40418,"L5336","147104436"
"44-49",42.91368,-83.41306,"L7550","147104432"
"44-54",42.91221,-83.37343,"L12176","147104433"
"44-58",42.90135,-83.37318,"L2003","147104465"
"44-60",42.89805,-83.3737,"L2691","147104481"
"44-65",42.89888,-83.38454,"L13314","147104471"
"44-70",42.90582,-83.43732,"L7871","147104455"
"44-73",42.88805,-83.44454,"L4702","147104514"
"44-76",42.88138,-83.44732,"L12649","147104535"
"44-79",42.88499,-83.3762,"L5220","147104525"
"44-81",42.88638,-83.39093,"L10968","147104498"
"44-86",42.96082,-83.25704,"L10419","147104342"
"44-86.1",42.96058,-83.24881,"L7896","147104338"
"44-87",42.96165,-83.29264,"L11533","147104344"
"45-1",44.80638,-85.64565,"L15592","155417509"
"45-10",44.84638,-85.90871,"L42962","129224080"
"45-18",44.81388,-85.8401,"L37579","129225343"
"45-22",44.79582,-85.88899,"L39366","129224090"
"45-23",44.79082,-85.91399,"L41346","129224096"
"45-24",44.79606,-85.92861,"L39812","129224091"
"45-28",44.79165,-85.9301,"L41501","129224093"
"45-3",44.97456,-85.70915,"L39328","129226232"
"45-30",44.78044,-85.82244,"L42679","129225358"
"45-31",44.78225,-85.8317,"L37219","129225357"
"45-33",44.86171,-85.99771,"L42876","129226201"
"45-35",44.79999,-86.04093,NA,NA
"45-36",44.83999,-86.06343,"L42559","{879A31EB-582B-4C64-B70A-9EDAC0D6C359}"
"45-37",44.81999,-86.06315,"L42021","129224462"
"45-4",44.84291,-85.76776,"L37154","129225321"
"45-44",44.95041,-85.90211,"L38963","129224756"
"45-45",44.9361,-85.90704,"L37068","129224760"
"45-48",44.92371,-85.88487,"L41631","129224761"
"45-49",44.92221,-85.84176,"L38130","129224838"
"45-5",44.83932,-85.76478,"L42172","129225322"
"45-50",44.91527,-85.8801,"L41059","129224762"
"45-51",44.89304,-85.83954,"L39273","129224852"
"45-53",44.87443,-85.93315,"L39461","129226202"
"45-57",44.90388,-85.95176,"L39510","129224769"
"45-58",44.89596,-85.9479,"L42961","129226200"
"45-64",45.01228,-85.75721,"L48444","129226232"
"45-65",44.99221,-85.77176,"L42776","129224829"
"45-66",44.98165,-85.73093,"L39880","129225781"
"45-67",44.96547,-85.91342,"L37704","129224754"
"45-69",45.00999,-86.11954,"L44757","129225471"
"45-72",45.05974,-85.58351,"L37713","155417396"
"45-73",45.06415,-85.62287,"L42268","155417392"
"45-74",45.05049,-85.57713,NA,NA
"45-75",45.09832,-86.03676,"L44615","129225470"
"45-76",45.17249,-85.56593,"L12145","155417345"
"45-77",45.17221,-85.60093,"L6989","129225477"
"45-82",45.1286,-86.02343,"L45430","129226239"
"45-85",44.82821,-85.86067,"L39989","129225327"
"45-86",44.88849,-85.94269,"L42876","129226201"
"45-9",44.89091,-85.94489,"L42876","129226201"
"46-100",42.02388,-84.2187,"L10371","151874046"
"46-11",42.05277,-84.25926,"L1201","151873997"
"46-120",42.06261,-84.08352,"L10773","151873951"
"46-121",42.05498,-84.07623,"L1579","151873962"
"46-126",42.06027,-84.10676,"L6632","151873957"
"46-13",42.04804,-84.25898,"L5283","151874002"
"46-130",42.05638,-84.11593,"L1250","151873960"
"46-145",42.02193,-84.08259,"L11396","151874026"
"46-150",42.00621,-83.93252,"L21212","151874028"
"46-156",42.02082,-83.94704,"L16430","151873992"
"46-16",42.04443,-84.24759,"L10274","151874009"
"46-160",41.97332,-84.25481,"L12569","152335371"
"46-163",41.96721,-84.27565,"L13799","152335372"
"46-165",41.97582,-84.33009,"L6638","152335373"
"46-169",41.91971,-84.36231,"L12912","152335377"
"46-170",41.90943,-84.35287,"L5030","152335380"
"46-172",41.89536,-84.30767,"L10648","152335382"
"46-173",41.90416,-84.29037,"L3923","152335381"
"46-178",41.9111,-84.03844,"L16759","151874086"
"46-182",41.98236,-83.95437,"L14431","151874067"
"46-183",41.98665,-83.953,"L22576","151874063"
"46-184",41.98425,-83.94839,"L16961","151874062"
"46-194",41.83848,-84.24052,"L8292","151874109"
"46-204",41.83471,-84.15509,"L3041","151874107"
"46-205",41.8336,-84.2262,"L13241","151874110"
"46-21",42.03721,-84.26954,"L11892","151874032"
"46-216",41.79582,-84.33176,"L6171","152335399"
"46-217",41.79138,-84.35065,"L5287","152335400"
"46-22",42.04054,-84.28593,"L1163","151874031"
"46-220",41.80416,-84.20148,"L9524","151874114"
"46-221",41.82832,-84.26009,"L10384","151874113"
"46-222",42.00071,-84.13902,"L10382","151874056"
"46-223",41.99168,-84.33129,"L9216","152335364"
"46-224",41.73334,-84.22951,"L10881","152335411"
"46-225",41.95336,-83.96842,"L21305","151874081"
"46-226",42.01321,-84.34742,"L2968","152335357"
"46-227",41.98591,-84.17593,"L13265","151874078"
"46-228",41.8716,-84.06593,"L17442","151874098"
"46-229",41.70878,-84.33665,"L9939","152335422"
"46-23",42.0345,-84.28286,"L306","151874034"
"46-230",42.06391,-84.07937,"L10657","151873948"
"46-231",42.05901,-84.28559,"L3609","151873985"
"46-24",42.03283,-84.28067,"L53","151874040"
"46-27",42.02554,-84.32926,"L9926","{9FAE605C-0F03-412C-B3F8-6C1BE0DE7259}"
"46-3",42.06046,-84.32787,"L1575","151873994"
"46-30",42.02443,-84.25676,"L2329","151874051"
"46-4",42.05721,-84.33731,"L10218","151874001"
"46-45",41.97916,-84.30773,"L6569","152335370"
"46-46",41.98746,-84.34813,"L8243","152335367"
"46-49",42.07388,-84.15759,"L6273","151873944"
"46-51",42.05832,-84.1637,"L8854","151873968"
"46-53",42.07166,-84.18231,"L5415","151873950"
"46-55",42.05693,-84.1937,"L1557","151873970"
"46-56",42.05721,-84.1837,"L9553","151873978"
"46-57",42.07082,-84.19537,"L659","151873952"
"46-6",42.05666,-84.30731,"L8722","151873995"
"46-65",42.05084,-84.21938,"L6209","151873988"
"46-66",42.04913,-84.22728,"L606","151873996"
"46-67",42.05166,-84.2112,"L2367","151873982"
"46-68",42.04416,-84.22481,"L10160","151874011"
"46-7",42.04388,-84.30731,"L7308","151874027"
"46-70",42.05082,-84.20315,"L3331","151873984"
"46-75",42.05193,-84.18259,"L9553","151873978"
"46-76",42.05304,-84.16981,"L4612","151873976"
"46-77",42.04916,-84.1712,"L5081","151873979"
"46-78",42.04065,-84.1699,"L7246","151873987"
"46-79",42.05181,-84.15367,"L3415","151873973"
"46-80",42.04721,-84.13731,"L11222","151873969"
"46-81",42.03315,-84.1656,"L13753","151874022"
"46-82",42.03036,-84.15549,"L1018","151874020"
"46-88",42.04166,-84.21093,"L12860","151874007"
"46-89",42.03388,-84.22509,"L9653","151874025"
"46-9",42.05443,-84.27731,"L9697","151873993"
"46-91",42.03332,-84.23787,"L2655","151874030"
"46-96",42.02554,-84.23648,"L6443","151874045"
"46-99",42.02388,-84.22704,"L11395","151874048"
"47-101",42.44916,-83.84148,"L48307","145333723"
"47-102",42.44249,-83.86231,"L17581","145333772"
"47-103",42.44971,-83.87148,"L7679","145333656"
"47-104",42.44204,-83.88539,"L14305","145333708"
"47-105",42.44805,-83.89315,"L6165","145333663"
"47-106",42.43221,-83.88648,"L19762","145333779"
"47-108",42.43332,-83.87704,"L48306","145333772"
"47-116",42.4361,-83.79593,"L15562","145333721"
"47-118",42.51249,-83.73148,"L6052","145332786"
"47-120",42.50999,-83.74093,"L6652","145332796"
"47-121",42.51527,-83.75204,"L4761","145332773"
"47-126",42.48832,-83.77593,"L11625","145333036"
"47-129",42.48285,-83.71175,"L9054","145333075"
"47-133",42.4611,-83.74954,"L5511","145333509"
"47-135",42.46582,-83.72176,"L7060","145333254"
"47-138",42.45973,-83.70928,"L7549","145333507"
"47-140",42.5461,-83.7562,"L10056","145332411"
"47-143",42.44777,-83.6762,"L15007","145333598"
"47-145",42.45332,-83.7062,"L13203","145333612"
"47-147",42.45193,-83.71481,"L15913","145333609"
"47-148",42.45555,-83.7237,"L9214","145333563"
"47-149",42.44711,-83.73901,"L18371","145333647"
"47-153",42.43677,-83.75036,"L15513","145333719"
"47-154",42.4286,-83.7337,"L18661","145333794"
"47-166",42.55638,-84.09926,"L5672","152094712"
"47-169",42.53416,-84.0487,NA,NA
"47-17",42.44283,-84.02706,"L16687","145333728"
"47-18",42.44054,-84.02454,"L18071","145333750"
"47-183",42.56902,-83.95461,"L2679","148710590"
"47-19",42.43416,-84.02231,"L18226","145333791"
"47-2",42.49638,-84.06759,"L3375","145333045"
"47-204",42.5361,-83.91843,"L1563","148710602"
"47-207",42.53693,-83.91093,"L1563","148710602"
"47-208",42.5336,-83.90704,"L11971","148710603"
"47-209",42.52249,-83.91787,"L13706","148710606"
"47-21",42.43528,-84.03283,"L48470","145333791"
"47-217",42.52916,-83.96065,"L7481","152094721"
"47-219",42.53638,-83.97009,"L9437","152094719"
"47-22",42.43832,-84.1037,"L9945","145333775"
"47-220",42.53054,-83.98981,"L6688","152094722"
"47-23",42.43943,-84.1212,"L7394","145333777"
"47-233",42.51436,-83.96884,"L4014","145332805"
"47-236",42.51443,-83.95204,"L2650","152094731"
"47-24",42.42888,-84.12037,"L9364","145333832"
"47-243",42.51745,-83.91961,"L12089","148710608"
"47-250",42.58811,-83.82685,"L6325","148710579"
"47-252",42.58221,-83.8487,"L10507","148710583"
"47-259",42.60166,-83.89426,"L7782","148710567"
"47-265",42.58332,-83.81482,"L2833","145331690"
"47-267",42.57999,-83.79232,"L12949","145331727"
"47-269",42.57666,-83.80426,"L8511","145331772"
"47-27",42.43388,-84.13093,"L1139","145333810"
"47-272",42.58367,-83.80852,"L7185","145331705"
"47-275",42.56332,-83.80232,"L12606","145332215"
"47-277",42.56555,-83.82093,"L10133","145332201"
"47-285",42.54721,-83.84593,"L7304","145332409"
"47-286",42.54027,-83.8562,"L5031","145332406"
"47-297",42.53527,-83.79676,"L3758","145332565"
"47-298",42.5286,-83.80954,"L6514","145332610"
"47-299",42.53987,-83.81726,"L13461","145332489"
"47-300",42.53443,-83.82898,"L4807","145332543"
"47-306",42.53888,-83.85009,"L12201","145332491"
"47-317",42.50693,-83.86093,"L5193","145332755"
"47-320",42.51777,-83.81843,"L2619","145332780"
"47-321",42.51805,-83.7962,"L9815","145332736"
"47-330",42.60332,-83.77593,"L5737","145331313"
"47-331",42.58443,-83.76732,"L261","145331675"
"47-332",42.57457,-83.70987,"L11899","{5B4C5088-04D0-45B2-A7DA-92F5C818FFB6}"
"47-334",42.57213,-83.69082,"L19355","145331808"
"47-34",42.50524,-83.96485,"L13211","145332943"
"47-341",42.56138,-83.74815,"L8249","145332254"
"47-343",42.55527,-83.78398,"L7391","145332304"
"47-344",42.5478,-83.78517,"L9439","145332388"
"47-345",42.54473,-83.77551,"L11878","145332397"
"47-349",42.55721,-83.75676,"L13751","145332295"
"47-354",42.55805,-83.70898,"L9046","145332223"
"47-358",42.53042,-83.78318,"L4428","145332545"
"47-368",42.51999,-83.72898,"L11619","145332751"
"47-369",42.51888,-83.73704,"L1578","145332758"
"47-371",42.5261,-83.73565,"L13425","145332591"
"47-373",42.52582,-83.67676,"L16361","145332598"
"47-379",42.61249,-83.91287,"L11411","148710561"
"47-38",42.48693,-84.00481,"L9946","145333106"
"47-385",42.65284,-83.80125,"L1515","148710516"
"47-386",42.65127,-83.80207,"L2810","148710519"
"47-388",42.65805,-83.82148,"L12552","148710512"
"47-389",42.64754,-83.85439,"L8405","148710523"
"47-39",42.48304,-83.9787,"L10026","145333141"
"47-394",42.6437,-83.8416,"L11070","148710528"
"47-395",42.62582,-83.85982,"L11227","148710549"
"47-396",42.62151,-83.85801,"L9487","148710551"
"47-4",42.51054,-84.09287,NA,NA
"47-40",42.49416,-83.95148,"L1866","145333021"
"47-409",42.69305,-83.72593,"L10970","148710463"
"47-410",42.68109,-83.78111,"L4321","148710486"
"47-416",42.66916,-83.71065,"L6035","148710502"
"47-418",42.65221,-83.67954,"L14783","148710509"
"47-422",42.55916,-83.71732,"L10945","145332204"
"47-424",42.65193,-83.74926,NA,NA
"47-426",42.64499,-83.76732,"L3763","148710520"
"47-430",42.63471,-83.7188,"L13316","148710533"
"47-431",42.63193,-83.72815,"L3676","148710537"
"47-440",42.6261,-83.72565,"L8529","145331077"
"47-441",42.62027,-83.7387,"L531","145331116"
"47-442",42.6286,-83.74093,"L2445","148710542"
"47-443",42.60527,-83.75815,"L7794","145331264"
"47-444",42.60721,-83.77037,"L723","145331259"
"47-446",42.60332,-83.74565,"L6276","145331266"
"47-45",42.47582,-83.95426,"L5136","145333219"
"47-453",42.76721,-84.0462,"L4202","148710325"
"47-454",42.7586,-83.99648,"L5561","148710360"
"47-455",42.7636,-83.99954,"L4580","148710341"
"47-459",42.71971,-84.03232,"L13703","148710446"
"47-46",42.47582,-83.97593,"L4731","145333245"
"47-462",42.70194,-84.01791,"L12734","148710469"
"47-463",42.68721,-84.00287,"L5210","148710492"
"47-464",42.69166,-84.00565,"L4335","148710481"
"47-465",42.69777,-84.01065,"L10535","148710477"
"47-466",42.69714,-83.92844,"L13543","148710471"
"47-467",42.7012,-83.92568,"L13140","148710467"
"47-469",42.76916,-83.79898,"L5247","148710308"
"47-47",42.4561,-83.95259,"L5845","145333605"
"47-471",42.76978,-83.82227,"L48298","148710305"
"47-472",42.77166,-83.82037,"L48297","148710305"
"47-478",42.76193,-83.8612,"L3677","148710336"
"47-480",42.7761,-83.85954,"L3881","148710279"
"47-485",42.74425,-83.88943,"L9414","148710390"
"47-486",42.74975,-83.89642,"L9838","148710379"
"47-489",42.75082,-83.8662,"L8237","148710375"
"47-491",42.74693,-83.86065,"L3469","148710382"
"47-492",42.75409,-83.86186,"L9299","148710368"
"47-495",42.74082,-83.88898,"L10118","148710418"
"47-50",42.43943,-84.00343,"L22903","145333746"
"47-500",42.69693,-83.81398,"L9058","148710470"
"47-502",42.76666,-83.72926,"L4232","148710306"
"47-506",42.76832,-83.77815,"L5222","148710304"
"47-509",42.76685,-83.79612,"L10295","148710318"
"47-51",42.42407,-84.01309,"L15551","145333845"
"47-510",42.75943,-83.75093,"L1131","148710348"
"47-512",42.75277,-83.69398,"L5833","148710345"
"47-513",42.76416,-83.70009,"L5018","148710320"
"47-52",42.43527,-83.99676,"L14597","145333783"
"47-528",42.49638,-83.78759,"L3395","145332994"
"47-529",42.72443,-83.7937,"L12165","148710473"
"47-530",42.52082,-83.69315,"L5618","145332740"
"47-531",42.48943,-83.72439,"L4888","145333034"
"47-532",42.64018,-83.71424,"L14861","148710525"
"47-533",42.69901,-83.86914,"L4099","148710472"
"47-534",42.72911,-83.92043,"L124","148710422"
"47-535",42.5613,-83.79045,"L7363","145332154"
"47-536",42.63657,-83.92645,"L35","148710534"
"47-537",42.47764,-83.72599,"L1488","145333127"
"47-538",42.48372,-83.96733,"L2877","145333114"
"47-539",42.69379,-83.85117,"L13631","148710475"
"47-54",42.42666,-83.99231,"L22157","145333805"
"47-540",42.49309,-83.75376,"L1090","145333006"
"47-541",42.66681,-84.08124,"L8309","152094641"
"47-542",42.48593,-83.67114,"L14441","145333038"
"47-543",42.58378,-83.74182,"L432","145331643"
"47-544",42.74407,-83.91448,"L10506","148710396"
"47-545",42.74464,-83.9106,"L7863","148710395"
"47-546",42.45231,-83.83605,"L22594","145333623"
"47-547",42.53632,-83.78326,"L11839","145332473"
"47-548",42.4755,-83.73855,"L4509","145333118"
"47-549",42.4756,-83.73184,"L613","145333178"
"47-550",42.49615,-83.70186,"L14112","145332976"
"47-551",42.43779,-83.98501,"L18301","145333770"
"47-552",42.43236,-83.98518,"L18020","145333798"
"47-553",42.45849,-83.85565,"L1727","145333552"
"47-554",42.43014,-84.03955,"L16825","145333812"
"47-555",42.56513,-83.8276,NA,NA
"47-556",42.62865,-83.71883,"L8242","145331046"
"47-557",42.51614,-84.00879,"L13261","{09C6C11E-CF56-4E2E-84F6-E049E6FE4845}"
"47-558",42.50508,-83.68497,"L19568","145332903"
"47-559",42.51068,-83.9015,"L4388","145332906"
"47-560",42.75895,-83.88921,"L233","148710354"
"47-561",42.44933,-84.01766,"L15484","145333674"
"47-562",42.45622,-84.01358,NA,NA
"47-59",42.50943,-83.82204,"L6094","145332899"
"47-62",42.50469,-83.82171,"L4494","145332934"
"47-64",42.50443,-83.82954,"L4366","145332923"
"47-65",42.50095,-83.81205,"L9882","145332972"
"47-66",42.51055,-83.83343,"L10877","145332908"
"47-67",42.50666,-83.83898,"L4083","145332917"
"47-68",42.49971,-83.84759,"L7458","145332956"
"47-73",42.50416,-83.89454,"L9217","145332941"
"47-74",42.50612,-83.90199,"L11347","145332932"
"47-76",42.49388,-83.85204,"L8164","145333032"
"47-77",42.4911,-83.85156,"L8021","145333043"
"47-78",42.4958,-83.81443,"L799","145333004"
"47-81",42.48138,-83.7962,"L15829","145333091"
"47-85",42.47662,-83.80558,"L21009","145333176"
"47-86",42.47999,-83.81065,"L19473","145333139"
"47-88",42.47072,-83.82487,"L16553","145333260"
"47-89",42.4761,-83.82926,"L20519","145333194"
"47-93",42.47277,-83.88148,"L9548","145333227"
"47-94",42.45693,-83.87509,"L4034","145333589"
"47-96",42.46666,-83.8487,"L17443","145333488"
"47-97",42.45999,-83.8462,"L17858","145333723"
"47-98",42.45388,-83.8612,"L5881","145333603"
"47-99",42.45888,-83.81898,"L17720","145333525"
"48-105",46.34582,-85.65815,"L24804","86671755"
"48-11",46.24165,-85.43482,"L23328","86672071"
"48-110",46.35638,-85.79121,"L27452","44362318"
"48-120",46.46665,-85.35427,"L29388","86670983"
"48-122",46.43527,-85.3226,"L28346","86671157"
"48-127",46.45389,-85.43254,"L29167","86671087"
"48-131",46.44548,-85.45738,"L31192","86671183"
"48-135",46.48888,-85.61177,"L26105","109945518"
"48-138",46.46693,-85.57454,"L26120","86671077"
"48-139",46.47304,-85.58954,"L28174","86671033"
"48-14",46.25445,-85.4,"L48291",NA
"48-140",46.46332,-85.59621,"L25081","86671107"
"48-141",46.47082,-85.60732,"L26665","86671067"
"48-142",46.451,-85.60027,"L31686","86671207"
"48-154",46.43776,-85.5937,"L30948","86671329"
"48-155",46.44082,-85.59121,"L27482","86671295"
"48-162",46.5061,-85.68732,"L26304","109945450"
"48-163",46.49415,-85.68371,"L26577","109945514"
"48-164",46.47721,-85.73316,"L23065","86671085"
"48-166",46.48388,-85.73649,"L31791","86671049"
"48-169",46.4636,-85.69621,"L25697","86671177"
"48-170",46.46971,-85.70149,"L28231","86671121"
"48-171",46.46388,-85.71704,"L24393","86671161"
"48-172",46.46554,-85.72621,"L23602","86671181"
"48-173",46.4661,-85.73871,"L31748","86671165"
"48-175",46.44804,-85.73954,"L30038","86671343"
"48-181",46.45691,-85.6226,"L24313","86671175"
"48-185",46.43971,-85.64621,"L23631","86671339"
"48-19",46.33249,-85.52843,"L25710","86671777"
"48-190",46.44027,-85.69649,"L23037","86671373"
"48-191",46.4436,-85.71593,"L27411","86671369"
"48-192",46.44471,-85.72482,"L26449","86671355"
"48-197",46.42843,-85.64868,"L31742","86671411"
"48-201",46.49777,-85.79066,"L24749","86670995"
"48-204",46.49277,-85.84149,"L31848","86671041"
"48-205",46.49302,-85.84607,"L30693","86671047"
"48-206",46.48998,-85.84388,"L28872","86671065"
"48-207",46.50165,-85.83621,"L29256","86670997"
"48-208",46.50398,-85.83477,"L30803","86670971"
"48-210",46.49027,-85.84982,"L27129","86671039"
"48-211",46.4972,-85.8543,"L26744","86671029"
"48-212",46.49177,-85.85753,"L27954","86671045"
"48-213",46.49051,-85.86202,"L27779","86671069"
"48-214",46.49804,-85.86204,"L25635","86671025"
"48-215",46.48415,-85.84399,"L27129","86671039"
"48-216",46.48753,-85.86313,"L24837","86671089"
"48-217",46.48027,-85.82871,"L29003","86671105"
"48-218",46.47965,-85.83896,"L23057","86671127"
"48-219",46.47804,-85.84177,"L28809","86671125"
"48-220",46.48433,-85.83428,"L27136","86671099"
"48-221",46.48503,-85.83812,"L31288","86671095"
"48-222",46.4861,-85.80831,"L29944","86671053"
"48-223",46.48354,-85.81606,"L27514","86671079"
"48-224",46.47474,-85.81555,"L30869","86671123"
"48-225",46.47971,-85.77482,"L26244","120018799"
"48-226",46.48334,-85.77788,"L27935","{3D62B816-C271-4431-BB5E-9B0C0C7C1069}"
"48-227",46.46471,-85.81232,"L31474","86671217"
"48-228",46.46277,-85.81927,"L28329","86671257"
"48-230",46.4736,-85.82816,"L23831","86671167"
"48-232",46.46804,-85.82566,"L31930","120018800"
"48-238",46.45332,-85.8426,"L30784","{7DC04BDB-368A-404C-AA5A-E6D6229704D8}"
"48-239",46.45915,-85.80454,"L29706","86671255"
"48-24",46.30221,-85.5726,"L31512","86671873"
"48-240",46.45527,-85.80482,"L27399","86671305"
"48-242",46.45693,-85.81621,"L28341","86671285"
"48-244",46.45082,-85.78982,"L29054","86671349"
"48-245",46.45471,-85.79593,"L25524","86671311"
"48-246",46.44888,-85.76816,"L30173","86671353"
"48-247",46.4511,-85.7676,"L23403","86671327"
"48-248",46.44943,-85.74927,"L28711","86671333"
"48-249",46.44999,-85.75704,"L29527","86671325"
"48-250",46.44665,-85.74982,"L24321","86671365"
"48-252",46.42582,-85.76621,"L31080","86671477"
"48-253",46.42777,-85.77566,"L27488","86671463"
"48-257",46.5836,-85.29843,"L26323","86670839"
"48-26",46.30332,-85.55649,"L23116","86671863"
"48-260",46.58749,-85.30649,"L28481","109944242"
"48-27",46.30899,-85.5349,"L27031","86671829"
"48-274",46.57749,-85.40593,"L30311","109944334"
"48-275",46.58565,-85.41488,"L24961","109944288"
"48-28",46.30777,-85.52929,"L27031","86671829"
"48-280",46.57526,-85.41299,"L30311","109944334"
"48-281",46.56937,-85.40712,"L28414","109944556"
"48-282",46.56649,-85.40998,"L28414","109944556"
"48-283",46.56961,-85.4156,"L28270","109944488"
"48-284",46.56632,-85.40159,"L23058","109944502"
"48-288",46.52388,-85.47066,"L24538","109945036"
"48-290",46.58943,-85.50871,"L28663","109944304"
"48-30",46.29971,-85.52899,"L30642","86671867"
"48-300",46.55277,-85.57204,"L26018","109944810"
"48-317",46.53147,-85.6019,"L32078","109945136"
"48-32",46.27804,-85.53649,"L28798","86671925"
"48-322",46.50915,-85.55149,"L28393","109945350"
"48-327",46.58723,-85.66967,"L29235","109944522"
"48-328",46.58669,-85.67477,"L31870","109944540"
"48-329",46.58582,-85.67834,"L27539","109944558"
"48-330",46.59499,-85.66788,"L25817","109944390"
"48-331",46.59304,-85.67745,"L25691","109944442"
"48-332",46.59235,-85.68032,"L29606","109944446"
"48-333",46.58866,-85.68167,"L26748","109944462"
"48-334",46.58888,-85.68621,"L27474","109944480"
"48-336",46.58705,-85.69018,"L27677","bb8377d5-abbf-47d3-b0fe-781446c5fc5b"
"48-337",46.5914,-85.69309,"L24942","109944456"
"48-339",46.59076,-85.72586,"L27127","109944526"
"48-340",46.5878,-85.72741,"L26674","109944572"
"48-341",46.58737,-85.73891,"L26107","109944584"
"48-342",46.57277,-85.71704,"L29402","109944718"
"48-343",46.57413,-85.72911,"L27324","109944714"
"48-344",46.56974,-85.72699,"L30577","109944784"
"48-345",46.57106,-85.73314,"L29903","109944774"
"48-346",46.57165,-85.73899,"L30934","109944766"
"48-347",46.57267,-85.73268,"L30133","109944752"
"48-348",46.57394,-85.73936,"L29829","109944746"
"48-350",46.5636,-85.68204,"L25239","109944802"
"48-351",46.56918,-85.6354,"L27211","109944692"
"48-358",46.53963,-85.71746,"L31368","109945082"
"48-359",46.53958,-85.72038,"L26448","109945140"
"48-360",46.54185,-85.72339,"L23990","109945078"
"48-361",46.54309,-85.72658,"L31096","109945084"
"48-362",46.54389,-85.7295,"L31190","109945068"
"48-364",46.54081,-85.69838,"L24802","109945070"
"48-365",46.53922,-85.70016,"L30171","109945118"
"48-366",46.53638,-85.70732,"L25554","109945180"
"48-367",46.53656,-85.71277,"L24140","109945142"
"48-369",46.54209,-85.69535,"L26517","109945062"
"48-370",46.54716,-85.69355,"L23296","109944972"
"48-374",46.5311,-85.67954,"L29552","109945212"
"48-377",46.52932,-85.70474,"L23053","109945254"
"48-378",46.53368,-85.70951,"L26295","109945220"
"48-379",46.52221,-85.73982,"L30627","109945340"
"48-380",46.5086,-85.6901,"L24134","109945428"
"48-382",46.58076,-85.74874,"L27477","109944688"
"48-384",46.56915,-85.80621,"L26388","109944850"
"48-385",46.56443,-85.80264,"L27191","109944890"
"48-387",46.56527,-85.82288,"L24451","109944900"
"48-391",46.57637,-85.74545,"L31434","109944724"
"48-392",46.57193,-85.74313,"L24509","109944770"
"48-393",46.57261,-85.74696,"L25712","109944772"
"48-394",46.57517,-85.75285,"L29960","109944734"
"48-395",46.57245,-85.75449,"L23396","109944780"
"48-396",46.55082,-85.8076,"L27642","109945052"
"48-401",46.54329,-85.8636,"L30348","109945246"
"48-408",46.53499,-85.75732,"L25957","109945240"
"48-410",46.51804,-85.74982,"L30309","109945408"
"48-411",46.52082,-85.78149,"L25031","109945412"
"48-422",46.50999,-85.76371,"L26608","109945456"
"48-423",46.51221,-85.75177,"L27793","109945442"
"48-426",46.67443,-85.30482,"L30208","109943480"
"48-428",46.66638,-85.32593,"L24519","109943494"
"48-43",46.30582,-85.65454,"L24684","86671875"
"48-435",46.67138,-85.35927,"L26366","109943490"
"48-436",46.65975,-85.34454,"L30377","109943522"
"48-437",46.65915,-85.35066,"L24198","109943524"
"48-438",46.65487,-85.35206,"L26750","109943536"
"48-443",46.62443,-85.27454,"L29700","109943924"
"48-444",46.65041,-85.30571,"L23468","109943542"
"48-449",46.62161,-85.24751,"L26298","109943752"
"48-45",46.29665,-85.6426,"L25910","86671899"
"48-454",46.61127,-85.35966,"L27109","109944008"
"48-456",46.60638,-85.34371,"L27864","109944046"
"48-459",46.59569,-85.36254,"L27456","109944188"
"48-46",46.29888,-85.67454,"L27787","44362674"
"48-461",46.68089,-85.36953,"L26537","109943466"
"48-462",46.68027,-85.37319,"L26175","109943476"
"48-463",46.6661,-85.38871,"L25641","109943512"
"48-470",46.65249,-85.39371,"L30790","109943596"
"48-479",46.63907,-85.38785,"L28722","109943704"
