"new_key","lat_dd","long_dd","mdnrid","nhdid"
"65-99",44.30249,-83.98121,"L3013","118253867"
"66-101",46.3511,-89.01121,"L42014","123394784"
"66-103",46.35971,-89.0026,"L41033","123394645"
"66-111",46.34748,-89.08843,"L38307","123394931"
"66-118",46.3461,-89.08115,"L36933","123394980"
"66-119",46.33927,-89.07549,"L42746","123395113"
"66-12",46.41332,-89.01815,"L39011","123393250"
"66-122",46.33998,-89.05482,"L37566","123395051"
"66-123",46.34026,-89.06899,"L38782","123395093"
"66-136",46.33832,-88.99649,"L39084","123395016"
"66-137",46.34554,-89.0026,"L39916","123394895"
"66-145",46.40812,-89.17537,"L40998","123393857"
"66-162",46.38887,-89.12371,"L41114","123394118"
"66-165",46.38819,-89.13488,"L40340","123394171"
"66-172",46.38435,-89.1731,"L42098","123394288"
"66-175",46.37998,-89.22788,"L37537","123394464"
"66-19",46.42082,-89.03371,"L38026","123393114"
"66-190",46.3523,-89.16469,"L41937","123394943"
"66-207",46.37165,-89.25038,"L42156","123394696"
"66-209",46.36171,-89.25661,"L39247","123394850"
"66-215",46.34943,-89.35704,"L42996","123395384"
"66-219",46.3411,-89.35982,"L41350","123395502"
"66-222",46.33332,-89.2751,"L38764","123395554"
"66-223",46.33531,-89.27844,"L41669","123395548"
"66-236",46.43248,-89.06427,"L41621","123393017"
"66-25",46.41498,-89.07065,"L39920","123393299"
"66-261",46.48346,-89.15098,"L39668","123392530"
"66-266",46.46082,-89.23788,"L37290","123392756"
"66-271",46.45054,-89.17038,"L39597","123392915"
"66-272",46.45665,-89.15399,"L42202","123392775"
"66-275",46.4411,-89.17093,"L37437","123393003"
"66-277",46.43645,-89.19401,"L36956","123393046"
"66-293",46.45304,-89.25038,"L38573","123392889"
"66-307",46.56387,-88.99843,"L40818","123391340"
"66-31",46.39443,-89.10343,"L40034","123394248"
"66-315",46.56137,-89.02427,"L37749","123391416"
"66-377",46.58269,-89.5889,"L38665","123394135"
"66-380",46.58612,-89.62118,"L38622","123147444"
"66-381",46.57987,-89.63448,"L36768","123391572"
"66-384",46.56754,-89.63486,"L43055","123391735"
"66-40",46.39809,-89.05469,"L41316","123393919"
"66-406",46.68695,-89.23102,"L32339","123390379"
"66-420",46.66528,-89.57017,"L34522","123148372"
"66-422",46.64804,-89.56732,"L33030","123390605"
"66-423",46.62554,-89.56732,"L40940","123390905"
"66-425",46.60915,-89.58565,"L38700","123391116"
"66-426",46.63415,-89.77093,"L38177","123147374"
"66-427",46.62665,-89.77954,"L36781","123147391"
"66-432",46.75758,-88.91424,"L33701","9208d9fb-517b-4561-b0ec-e2aea362d875"
"66-447",46.75276,-88.9376,"L32540","116543785"
"66-450",46.74155,-88.90583,"L35276","116543817"
"66-451",46.74218,-88.88771,"L34889","{994489A8-E862-4AC0-B665-4167F1671C7C}"
"66-452",46.7411,-88.89677,"L36420","116543819"
"66-457",46.74465,-88.88392,"L37416","117626353"
"66-483",46.74602,-89.22308,"L32137","123390074"
"66-484",46.73978,-89.21461,"L32880","123390080"
"66-485",46.729933,-89.172957,"L35728","123390094"
"66-514",46.76221,-89.76982,"L38537","123147023"
"66-515",46.73804,-89.79177,"L38789","123147088"
"66-525",46.77603,-88.94111,"L32809","116543747"
"66-528",46.766476,-89.095811,"L36513","116543777"
"66-537",46.78109,-89.29055,"L33311","123389951"
"66-560",46.78299,-89.53127,"L36193","{70979B10-5DA8-495F-8922-D3A0035CD566}"
"66-567",46.78459,-89.55124,NA,NA
"66-573",46.80376,-89.671,NA,NA
"66-574",46.76971,-89.69121,"L33834","123146994"
"66-575",46.80387,-89.75204,"L35358","123146856"
"66-610",46.61305,-89.59194,"L38878","123147408"
"66-611",46.62416,-89.27404,"L40307","123390713"
"66-612",46.81592,-89.31021,"L33512","123389929"
"66-613",46.70303,-88.89961,"L36186","117626533"
"66-614",46.33428,-89.28634,"L38908","123395571"
"66-615",46.70229,-88.87386,"L39075","117626493"
"66-616",46.56451,-89.24985,"L41581","123391521"
"66-617",46.49824,-89.24701,"L39707","123392499"
"66-618",46.64926,-89.26958,"L35739","123390487"
"66-619",46.39366,-89.18082,"L42662","123394087"
"66-85",46.36304,-89.08065,"L37112","123394651"
"66-88",46.37221,-88.9976,"L39579","123394375"
"66-91",46.36887,-88.99927,"L40464","123394426"
"66-93",46.36248,-89.0026,"L40297","123394574"
"67-1",43.86665,-85.19593,"L8387","121859500"
"67-10",43.85582,-85.11482,"L6701","150436646"
"67-13",43.84291,-85.17938,"L1705","150436654"
"67-132",43.95325,-85.12869,"L9237","121859117"
"67-138",43.90693,-85.13343,"L2318","121859364"
"67-142",43.95527,-85.26676,"L12779","121859153"
"67-15",43.8161,-85.20426,"L11297","150436663"
"67-152",43.93357,-85.28561,"L18232","121859300"
"67-155",43.92249,-85.21704,"L12154","121859334"
"67-156",43.9209,-85.25189,"L648","121859362"
"67-163",43.97138,-85.43065,"L18200","121859139"
"67-164",43.9686,-85.39204,"L20820","121859132"
"67-165",43.96582,-85.3851,"L15934","121859149"
"67-166",43.9611,-85.40093,"L19927","121859158"
"67-167",43.95915,-85.35648,"L17052","121859174"
"67-168",43.95567,-85.34027,"L23009","121859178"
"67-169",43.95193,-85.34565,"L16877","121859231"
"67-170",43.95027,-85.35176,"L19301","121859239"
"67-173",43.95058,-85.38152,NA,NA
"67-174",43.94758,-85.38151,"L20095","121859277"
"67-175",43.95036,-85.38258,NA,NA
"67-176",43.9469,-85.37928,"L20826","121859279"
"67-18",43.89027,-85.25176,"L2094","121859459"
"67-183",43.97638,-85.45371,"L20522","121859130"
"67-185",43.98221,-85.46037,"L14186","121859107"
"67-192",43.95943,-85.46898,"L18269","121859254"
"67-194",43.94915,-85.45732,"L16004","121859289"
"67-195",43.94527,-85.46371,"L18278","121859325"
"67-22",43.87027,-85.21093,"L9909","121859496"
"67-222",44.0486,-85.31704,"L14211","121858881"
"67-226",44.03138,-85.32787,"L14333","121858912"
"67-227",44.04082,-85.32426,"L16251","121858900"
"67-228",44.02443,-85.30982,"L22008","121858921"
"67-229",44.02746,-85.31948,"L21648","121858922"
"67-230",44.02888,-85.32148,"L14876","121858920"
"67-231",44.02304,-85.2851,"L16401","121858926"
"67-237",44.00304,-85.29815,"L18938","121858952"
"67-242",44.06471,-85.38176,"L18781","60091356"
"67-247",44.04999,-85.35287,"L48395",NA
"67-248",44.04721,-85.33482,"L22403","121858886"
"67-249",44.04638,-85.34482,"L16577","121858890"
"67-25",43.86888,-85.23926,"L2416","121859501"
"67-250",44.04332,-85.33121,"L22748","121858895"
"67-255",44.02388,-85.42398,"L19523","121858936"
"67-257",44.01499,-85.42315,"L15331","121858955"
"67-26",43.8636,-85.28565,"L18187","121859513"
"67-260",44.0236,-85.43371,"L20443","121858938"
"67-269",44.02249,-85.36037,"L20745","60091568"
"67-27",43.85971,-85.30509,"L19132","121859526"
"67-270",44.02693,-85.36121,"L17340","60091546"
"67-272",44.0086,-85.38954,"L18065","121858974"
"67-273",44.00638,-85.4001,"L20699","121858986"
"67-274",44.00888,-85.39843,"L18055","121858978"
"67-275",44.00665,-85.40732,NA,NA
"67-277",44.00386,-85.4331,"L22663","121859019"
"67-278",44.00665,-85.43815,"L14874","121864968"
"67-280",44.00749,-85.44065,"L20837","121859003"
"67-282",44.00971,-85.44204,"L15679","121858993"
"67-284",43.98999,-85.44343,"L22493","121859077"
"67-288",43.99582,-85.41676,"L15799","121859037"
"67-289",43.99332,-85.41315,"L18382","121859056"
"67-29",43.84721,-85.28121,"L22424","121859546"
"67-290",44.0011,-85.41871,"L16139","121859021"
"67-293",43.99762,-85.38384,"L18460","121859027"
"67-295",44.06898,-85.46143,"L21314","60091360"
"67-316",44.00221,-85.45593,"L19130","121859032"
"67-32",43.8461,-85.30148,"L15730","121859552"
"67-33",43.84415,-85.27009,"L6288","121859558"
"67-335",44.14499,-85.21648,"L1194","121858683"
"67-34",43.8436,-85.26426,"L3518","121859557"
"67-349",44.09999,-85.21204,"L6783","121858787"
"67-350",44.08154,-85.26003,"L12383","121858828"
"67-363",44.14915,-85.4001,"L22710","60095832"
"67-365",44.15621,-85.40515,"L21706","60090630"
"67-373",44.11791,-85.35502,"L21161","60090928"
"67-377",44.10749,-85.38648,"L16736","60091018"
"67-379",44.10249,-85.38037,"L14768","60091084"
"67-380",44.10665,-85.35232,"L21493","60091024"
"67-391",44.08054,-85.38371,"L19795","60091274"
"67-393",44.15257,-85.55606,"L18836","60090744"
"67-399",44.08721,-85.48621,"L17067","60091276"
"67-4",43.86471,-85.15759,"L10652","150436636"
"67-40",43.84193,-85.26176,"L13613","121859566"
"67-400",44.09304,-85.50454,"L20565","60091248"
"67-401",44.09804,-85.54704,"L19110","60091236"
"67-404",43.82527,-85.29232,"L13995","121859627"
"67-405",43.81906,-85.28981,"L11718","121859638"
"67-406",44.10439,-85.14898,"L5192","121858759"
"67-407",43.8332,-85.31896,"L21337","121859615"
"67-408",43.84617,-85.18413,"L11886","150436652"
"67-409",43.81674,-85.27157,"L4414","121859645"
"67-41",43.84082,-85.27176,"L7708","121859570"
"67-410",43.82909,-85.24313,"L12373","121859600"
"67-411",43.99893,-85.13735,"L5868","121858941"
"67-412",43.95054,-85.32788,"L20912","121859236"
"67-413",43.90452,-85.18035,"L13474","121859404"
"67-414",43.95837,-85.45895,"L14403","121859235"
"67-415",44.06644,-85.46847,"L21520","60091370"
"67-416",43.95599,-85.39501,"L14405","121859234"
"67-417",43.91322,-85.09071,"L7373","121859330"
"67-418",43.95262,-85.41271,"L21228","121859258"
"67-419",44.07954,-85.50783,"L15614","60091320"
"67-420",43.99223,-85.44007,"L17325","121859068"
"67-421",43.93345,-85.28729,"L17637","121859304"
"67-45",43.83304,-85.29565,"L3079","121859603"
"67-48",43.82999,-85.29871,"L12601","121859628"
"67-63",43.82082,-85.23065,"L5441","121859625"
"67-73",43.83453,-85.33258,"L16727","121859612"
"67-8",43.84943,-85.20676,"L13242","121859536"
"67-85",43.89832,-85.51982,"L14625","121859485"
"67-98",43.87659,-85.50423,NA,NA
"68-101",44.72721,-84.12426,"L10098","83976283"
"68-103",44.77688,-83.89255,"L11161","113471507"
"68-105",44.76943,-83.96954,"L10362","113471559"
"68-106",44.76749,-83.97871,"L1849","113471565"
"68-107",44.76888,-83.98704,"L5086","113471567"
"68-113",44.74027,-83.97787,"L8774","113471633"
"68-114",44.74304,-83.93065,"L11925","113471601"
"68-115",44.73749,-83.94399,"L2016","113471619"
"68-116",44.73777,-83.92065,"L6437","113471603"
"68-118",44.73338,-83.89447,"L7877","113471625"
"68-119",44.72956,-83.89451,"L12671","113471647"
"68-12",44.55304,-84.15149,"L4946","83977097"
"68-120",44.7284,-83.90252,"L12640","113471649"
"68-121",44.72971,-83.90954,"L8450","113471661"
"68-122",44.73251,-83.90346,"L13002","113471639"
"68-134",44.70249,-83.90593,"L4876","83976311"
"68-14",44.559627,-84.17205,"L49041",NA
"68-142",44.84166,-84.29454,"L2542","83976013"
"68-143",44.85402,-84.29202,"L4602","83975939"
"68-144",44.84166,-84.32093,"L7159","83976003"
"68-145",44.84329,-84.35977,NA,NA
"68-147",44.83138,-84.3226,"L7700","83976035"
"68-154",44.83249,-84.26037,"L13656","83976017"
"68-156",44.8236,-84.25676,"L4350","83976043"
"68-169",44.82943,-84.23649,"L1285","83976023"
"68-17",44.54362,-84.18759,"L11600","83977127"
"68-170",44.82693,-84.24621,"L8876","83976025"
"68-172",44.82662,-84.15813,"L2746","83976011"
"68-173",44.82804,-84.14926,NA,NA
"68-174",44.83997,-84.14582,NA,NA
"68-175",44.82379,-84.24997,"L792","83976041"
"68-177",44.79304,-84.22371,"L12892","83976075"
"68-179",44.77684,-84.21882,"L5699","83976113"
"68-18",44.54012,-84.17205,"L7294","83977131"
"68-180",44.77444,-84.22799,"L12772","83976117"
"68-181",44.78138,-84.22915,"L9256","83976099"
"68-183",44.84777,-84.0701,"L13207","113471311"
"68-184",44.8347,-84.07063,"L12400","113471363"
"68-19",44.5436,-84.15204,"L13953","83977117"
"68-195",44.82221,-84.07232,"L6317","113471417"
"68-198",44.81527,-84.07649,"L6474","113471449"
"68-199",44.81819,-84.08465,"L6140","113471443"
"68-20",44.53804,-84.16399,"L11427","83977133"
"68-206",44.8426,-83.94513,"L12298","113471277"
"68-207",44.83892,-83.9449,"L13393","113471285"
"68-208",44.83027,-83.9901,"L3681","113471345"
"68-209",44.82666,-84.00121,"L6923","113471351"
"68-21",44.5286,-84.13315,"L8668","83977153"
"68-211",44.83221,-84.00621,"L11818","113471349"
"68-212",44.83471,-83.93426,"L8984","113471317"
"68-213",44.81138,-83.89371,"L8637","113471375"
"68-214",44.82499,-83.98121,"L1679","113471365"
"68-217",44.81282,-83.97853,"L2544","113471421"
"68-218",44.81396,-83.98359,"L4284","113471413"
"68-22",44.52911,-84.14408,"L1545","83977149"
"68-220",44.82082,-83.99926,"L1480","113471379"
"68-221",44.80999,-84.00426,"L13397","113471425"
"68-222",44.82382,-84.00768,NA,NA
"68-223",44.80943,-83.99843,"L9081","113471439"
"68-225",44.80016,-83.99171,NA,NA
"68-226",44.80999,-83.98204,"L1239","113471429"
"68-227",44.80027,-83.97926,"L5354","113471461"
"68-232",44.80871,-83.98507,"L10785","113471445"
"68-233",44.78166,-83.96454,"L9512","113471509"
"68-234",44.78499,-83.96315,"L2323","113471499"
"68-237",44.77582,-83.98176,"L7590","113471539"
"68-238",44.77221,-83.99037,"L4866","113471551"
"68-239",44.77909,-84.00909,"L10951","113471533"
"68-24",44.5244,-84.15524,"L2249","83977185"
"68-244",44.77777,-83.98482,"L10845","113471535"
"68-245",44.61427,-84.26688,"L11621","83976929"
"68-246",44.70838,-84.30525,"L3794","83976485"
"68-247",44.83947,-83.94261,"L11775","113471301"
"68-248",44.81853,-84.00447,"L5208","113471395"
"68-249",44.53229,-83.94286,"L10404","83977103"
"68-25",44.52678,-84.15635,"L7542","83977167"
"68-250",44.73822,-84.18637,"L7952","83976245"
"68-251",44.72971,-84.19698,"L13090","83976305"
"68-252",44.73474,-84.17438,"L6773","83976253"
"68-253",44.74148,-84.17034,"L2269","83976229"
"68-254",44.64338,-84.2223,"L7424","83976777"
"68-255",44.82329,-84.00858,NA,NA
"68-256",44.51957,-84.14782,"L4459","83977225"
"68-257",44.75685,-84.08215,"L7400","83976121"
"68-259",44.5268,-84.12997,"L13729","83977161"
"68-27",44.52027,-84.21954,"L13114","83977269"
"68-28",44.5111,-84.16843,"L6578","83977323"
"68-31",44.51054,-84.15454,"L11430","83977315"
"68-33",44.5086,-84.15843,"L11204","83977343"
"68-35",44.51777,-84.13732,"L4763","83977201"
"68-39",44.57721,-84.06982,"L11403","83977013"
"68-41",44.51202,-84.12182,"L10078","83977257"
"68-42",44.5161,-84.12732,"L11667","83977241"
"68-43",44.51416,-84.01676,"L2553","83977169"
"68-44",44.59193,-83.9126,"L11596","83976875"
"68-45",44.57138,-83.99315,"L5114","83977011"
"68-46",44.55591,-83.97703,"L12511","83977065"
"68-47",44.55461,-83.97431,"L63","83977069"
"68-48",44.55388,-83.97982,"L11268","83977071"
"68-53",44.66044,-84.13419,"L1","83976639"
"68-6",44.58804,-84.14593,"L12583","83977009"
"68-79",44.7511,-84.23426,"L887","83976193"
"68-80",44.71888,-84.22426,"L4076","83976389"
"68-86-87",44.76901,-84.08074,"L12301","83976091"
"68-94",44.74721,-84.09093,"L7000","83976163"
"68-95",44.74638,-84.1026,"L6473","83976177"
"68-96",44.74989,-84.08703,"L7000","83976163"
"68-97",44.73749,-84.04732,"L8435","83976185"
"68-99",44.73027,-84.11315,"L12884","83976257"
"69-1",44.93804,-84.38454,"L571","83975749"
"69-100",44.90496,-84.75874,"L10168","83975869"
"69-104",44.94416,-84.8376,"L3957","60087566"
"69-105",44.93016,-84.83599,"L9802","60087576"
"69-107",44.92931,-84.83122,"L396","60087578"
"69-11",44.91693,-84.47093,"L6823","83975843"
"69-115",44.90804,-84.83621,"L7242","60087604"
"69-117",44.88786,-84.83083,"L3860","60087624"
"69-119",44.88832,-84.74954,"L9035","83975979"
"69-120",44.89277,-84.75593,"L4464","83975963"
"69-129",44.99166,-84.44704,"L13228","83975665"
"69-130",44.99277,-84.45565,"L5469","83975667"
"69-131",44.99388,-84.48232,"L2991","155411280"
"69-137",44.9737,-84.41546,"L1173","83975703"
"69-139",44.98139,-84.39002,"L8368","83975681"
"69-14",44.92277,-84.44537,"L206","83975817"
"69-140",44.98237,-84.39518,"L10911","83975683"
"69-141",44.9836,-84.38093,"L710","83975675"
"69-145",44.98016,-84.38589,"L11763","83975685"
"69-147",44.96721,-84.39176,"L11601","83975707"
"69-15",44.92332,-84.40065,"L4957","83975811"
"69-157",45.00832,-84.58482,"L1282","155411274"
"69-161",44.99193,-84.49732,"L1439","155411284"
"69-162",44.99554,-84.52704,NA,NA
"69-166",44.99888,-84.57399,"L6159","155411278"
"69-169",44.9836,-84.4976,"L11771","155411286"
"69-176",45.00888,-84.62926,"L8671","83975657"
"69-179",45.00469,-84.63426,"L2919","83975673"
"69-18",44.89888,-84.37399,"L13274","83975859"
"69-182",45.01332,-84.62315,"L7334","83975649"
"69-185",44.99471,-84.63454,"L172","83975689"
"69-186",44.9861,-84.63676,"L950","83975709"
"69-187",44.99916,-84.70843,"L2740","83975701"
"69-189",44.98332,-84.70121,"L2313","83975715"
"69-19",44.9036,-84.40787,"L12923","83975861"
"69-192",44.96471,-84.60843,"L12073","83975743"
"69-193",44.9636,-84.62565,"L3955","83975751"
"69-2",44.93443,-84.40287,"L3384","83975767"
"69-201",44.96435,-84.63613,"L7180","83975757"
"69-202",44.96107,-84.63316,"L9085","83975761"
"69-208",44.97054,-84.66621,"L11594","83975731"
"69-209",44.96582,-84.67037,"L5421","83975753"
"69-210",44.96693,-84.71899,"L480","83975765"
"69-212",44.95693,-84.64704,"L3356","83975785"
"69-214",44.95277,-84.6301,"L5808","83975781"
"69-220",44.97804,-84.75149,"L11546","83975737"
"69-221",44.9761,-84.73815,"L1901","83975735"
"69-222",44.98473,-84.75858,"L5261","83975719"
"69-223",44.98054,-84.72871,"L2203","83975721"
"69-225",44.95999,-84.73871,"L10913","83975793"
"69-229",44.97156,-84.8307,"L4829","60087540"
"69-23",44.88804,-84.47399,"L5330","83975905"
"69-231",44.94971,-84.81426,"L13901","60087558"
"69-233",44.95456,-84.81004,"L2190","60087550"
"69-240",45.06638,-84.48093,"L4399","155411254"
"69-246",45.07888,-84.53843,"L5648","155411241"
"69-26",44.8861,-84.39649,"L5580","83975883"
"69-266",45.08443,-84.71815,"L3242","155411240"
"69-27",44.88888,-84.37621,"L10321","83975875"
"69-273",45.07301,-84.71769,"L564","155411251"
"69-283",45.04292,-84.71887,"L8950","83975641"
"69-284",45.04011,-84.71699,"L13208","83975643"
"69-285",45.04554,-84.71343,"L11951","83975637"
"69-286",45.04443,-84.70972,"L11951","83975637"
"69-287",45.02832,-84.63593,"L12189","155411267"
"69-288",45.0739,-84.76257,"L8796","83975619"
"69-289",45.07405,-84.80272,"L8623","155417382"
"69-291",45.0561,-84.79426,"L5976","155417394"
"69-292",45.05638,-84.78537,"L1070","155417393"
"69-293",45.06221,-84.78954,"L6882","155417390"
"69-296",45.04804,-84.78593,"L12790","155417401"
"69-297",45.05027,-84.79399,"L3636","155417400"
"69-299",45.19332,-84.40788,"L4895","155411155"
"69-3",44.92527,-84.40621,"L1742","83975799"
"69-30",44.87221,-84.3901,"L2969","83975925"
"69-300",45.19249,-84.41176,"L10906","155411157"
"69-301",45.18771,-84.41332,"L2019","155411174"
"69-302",45.18971,-84.44565,"L6603","155411168"
"69-303",45.1936,-84.4576,"L12065","155411152"
"69-306",45.17943,-84.45093,"L10323","155411184"
"69-307",45.18354,-84.41224,"L11125","155411176"
"69-308",45.18193,-84.41399,"L10818","155411178"
"69-309",45.17027,-84.40121,"L8219","155411190"
"69-31",44.88166,-84.38871,"L3726","83975895"
"69-310",45.14554,-84.47315,"L6271","155411207"
"69-312",45.13527,-84.4551,"L8254","155408578"
"69-316",45.19249,-84.49649,"L13947","155411162"
"69-318",45.17666,-84.52232,"L6290","155411186"
"69-324",45.19153,-84.72425,"L10461","155411170"
"69-325",45.19304,-84.72343,"L10461","155411170"
"69-327",45.17804,-84.68371,"L9178","155411188"
"69-328",45.16439,-84.61399,"L6246","155411194"
"69-329",45.16332,-84.72621,"L2353","155411201"
"69-330",45.13249,-84.72843,"L12822","155411212"
"69-332",45.12027,-84.72371,"L8217","155411225"
"69-333",45.12231,-84.72823,"L12677","155411222"
"69-336",45.1236,-84.73232,"L5353","155411219"
"69-337",44.96018,-84.63194,"L3943","83975769"
"69-338",44.89443,-84.82727,"L14022","60087619"
"69-339",45.07403,-84.74907,"L13180","83975617"
"69-34",44.87666,-84.42287,"L1791","83975919"
"69-340",45.07246,-84.75037,"L11744","83975621"
"69-341",45.06928,-84.75201,"L2914","83975623"
"69-342",45.06907,-84.75683,"L14060","83975625"
"69-343",45.06554,-84.75287,"L5534","83975629"
"69-344",45.06431,-84.75109,"L3922","83975631"
"69-345",44.93098,-84.84818,"L2853","60087572"
"69-346",45.07472,-84.80359,"L7298","155417378"
"69-35",44.87721,-84.4851,"L12303","83975927"
"69-366",42.27561,-85.4867,NA,NA
"69-39",44.93166,-84.50621,"L8877","83975801"
"69-40",44.94666,-84.5576,"L2525","83975775"
"69-45",44.94332,-84.59565,"L13914","83975803"
"69-46",44.94027,-84.6051,"L4507","83975827"
"69-47",44.91777,-84.5076,"L8043","83975847"
