subject_id,orig_subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data,column_name,url_front,url_back,
72070447,59963034,T32,[['15']],1,1,15,NA,6th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T33,[['6.5-7.5']],1,1,6.5-7.5,NA,6th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T34,[['7.0']],1,1,7,NA,6th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T38,[['10']],1,1,10,NA,7th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T39,[['6.8-8.3']],1,1,6.8-8.3,NA,7th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T40,[['7.4']],1,1,7.4,NA,7th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T44,[['3']],1,1,3,NA,8th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T45,[['8.8-9.8']],1,1,8.8-9.8,NA,8th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T46,[['9.2']],1,1,9.2,NA,8th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T50,[['1']],1,1,1,NA,9th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T51,[['10.5']],1,1,10.5,NA,9th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T52,[['10.5']],1,1,10.5,NA,9th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T56,[['1']],1,1,1,NA,10th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T57,[['11.3']],1,1,11.3,NA,10th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070447,59963034,T58,[['11.3']],1,1,11.3,NA,10th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Woodland_GROW_075.jpg,
72070457,59963264,T4,"[['255mm', '255', '255mm'], ['(10.0)', '', '']]",3,1.5,255mm (10.0),255,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Brevort_GROW_093.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Brevort_GROW_094.jpg,
72070457,59963264,T10,"[['310mm', '310', '310mm'], ['(12.2)', '', '']]",3,1.5,310mm (12.2),310,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Brevort_GROW_093.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Brevort_GROW_094.jpg,
72070466,59963279,T33,[['11.5']],1,1,11.5,11.5,6th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Brevort_GROW_361.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_Brevort_GROW_362.jpg,
72070468,59963281,T15,[['7.1-8.7']],1,1,7.1-8.7,NA,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_BrevortLittle_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_BrevortLittle_GROW_020.jpg,
72070468,59963281,T16,[['7.7']],1,1,7.7,NA,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_BrevortLittle_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mackinac_BrevortLittle_GROW_020.jpg,
72070509,59963501,T3,"[['5.7""', '5.7']]",2,1,"5.7""",5.7,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Chippewa_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Chippewa_GROW_023.jpg,
72070509,59963501,T21,"[['9.0""-10.2""', '9.0-10.2']]",2,1,"9.0""-10.2""",9.0-10.2,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Chippewa_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Chippewa_GROW_023.jpg,
72070509,59963501,T33,"[['11.6""', '11.6']]",2,1,"11.6""",11.6,6th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Chippewa_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Chippewa_GROW_023.jpg,
72070510,59963504,T22,[['8.7']],1,1,8.7,8.7,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Chippewa_GROW_106.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Chippewa_GROW_107.jpg,
72070512,59963502,T16,[['10.0']],1,1,10,10,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Clear15N_9W_S21_GROW_046.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Clear15N_9W_S21_GROW_047.jpg,
72070512,59963502,T22,[['11.5']],1,1,11.5,11.5,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Clear15N_9W_S21_GROW_046.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Clear15N_9W_S21_GROW_047.jpg,
72070512,59963502,T28,[['14.3']],1,1,14.3,14.3,5th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Clear15N_9W_S21_GROW_046.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Clear15N_9W_S21_GROW_047.jpg,
72070515,59963509,T4,[['6.5']],1,1,6.5,5.9,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Hannah_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Hannah_GROW_014.jpg,
72070533,59963549,T3,"[['15.8-17.4cm', '15.8-18.4', '15.8-17.4']]",3,1,15.8-17.4cm,15.8-17.4,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Pretty_GROW_126.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Pretty_GROW_127.jpg,cm
72070540,59963566,T21,[['13.2']],1,1,13.2,13.2,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_SchoolSection_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_SchoolSection_GROW_054.jpg,
72070543,59963582,T4,[['6.0']],1,1,6,6,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Townline15N_9W_S1_GROW_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Townline15N_9W_S1_GROW_048.jpg,
72070543,59963582,T22,[['9.3']],1,1,9.3,9.3,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Townline15N_9W_S1_GROW_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Townline15N_9W_S1_GROW_048.jpg,
72070543,59963582,T28,[['10.7']],1,1,10.7,10.7,5th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Townline15N_9W_S1_GROW_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Townline15N_9W_S1_GROW_048.jpg,
72070545,59963584,T14,[['5']],1,1,5,5,Third row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_024.jpg,
72070545,59963584,T15,[['6.5-10.1']],1,1,6.5-10.1,6.5-10.1,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_024.jpg,
72070545,59963584,T16,[['7.8']],1,1,7.8,7.8,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_024.jpg,
72070545,59963584,T20,[['8']],1,1,8,8,Fourth row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_024.jpg,
72070545,59963584,T21,[['6.9-9.3']],1,1,6.9-9.3,6.9-9.3,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_024.jpg,
72070545,59963584,T22,[['8.1']],1,1,8.1,8.1,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_024.jpg,
72070545,59963584,T26,[['1']],1,1,1,1,5th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_024.jpg,
72070545,59963584,T27,[['11.1']],1,1,11.1,11.1,5th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_024.jpg,
72070545,59963584,T28,[['11.1']],1,1,11.1,11.1,5th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Tubs_GROW_024.jpg,
72070546,59963588,T3,[['3.1']],1,1,3.1,3.1,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Youngs_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Youngs_GROW_011.jpg,
72070546,59963588,T33,[['7.8']],1,1,7.8,7.8,6th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Youngs_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Mecosta_Youngs_GROW_011.jpg,
72070564,61361986,T14,[['11']],1,1,11,NA,Third row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_2.jpeg,
72070564,61361986,T15,[['7.6-8.5']],1,1,7.6-8.5,NA,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_2.jpeg,
72070564,61361986,T16,[['8.1']],1,1,8.1,NA,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_2.jpeg,
72070564,61361986,T20,[['3']],1,1,3,NA,Fourth row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_2.jpeg,
72070564,61361986,T21,[['9.3-9.4']],1,1,9.3-9.4,NA,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_2.jpeg,
72070564,61361986,T22,[['9.3']],1,1,9.3,NA,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_BASS_GROW_0003_2.jpeg,
72070569,61361999,T4,[['5.2']],1,1,5.2,5.2,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CLIFFORDT11N7WS3031_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CLIFFORDT11N7WS3031_GROW_0001_2.jpeg,
72070569,61361999,T8,[['1']],1,1,1,1,Second row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CLIFFORDT11N7WS3031_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CLIFFORDT11N7WS3031_GROW_0001_2.jpeg,
72070569,61361999,T9,[['3.8']],1,1,3.8,3.8,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CLIFFORDT11N7WS3031_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CLIFFORDT11N7WS3031_GROW_0001_2.jpeg,
72070569,61361999,T10,[['3.8']],1,1,3.8,3.8,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CLIFFORDT11N7WS3031_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_CLIFFORDT11N7WS3031_GROW_0001_2.jpeg,
72070582,61362019,T4,"[['9.0', '9']]",2,1,9,9,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_COWDEN_GROW_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_COWDEN_GROW_0012_2.jpeg,
72070587,61362029,T3,"[['92-100mm', '3.6-3.9', '92-100']]",3,1,92-100mm,92-100,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_2.jpeg,mm
72070587,61362029,T4,"[['96mm', '3.78', '96']]",3,1,96mm,96,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_2.jpeg,mm
72070587,61362029,T9,"[['168-205mm', '6.6-8.1', '168-206']]",3,1,168-205mm,168-205,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_2.jpeg,mm
72070587,61362029,T10,"[['190mm', '7.5', '190']]",3,1,190mm,190,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_2.jpeg,mm
72070587,61362029,T15,"[['255mm', '10.04', '255']]",3,1,255mm,255,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_2.jpeg,mm
72070587,61362029,T16,"[['255mm', '10.04', '255']]",3,1,255mm,255,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DERBY_GROW_0005_2.jpeg,mm
72070589,61362031,T15,"[['10.4', '---']]",2,1,10.4,10.4,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DICKERSON_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_DICKERSON_GROW_0002_2.jpeg,
72070593,61362037,T10,[['10.8']],1,1,10.8,10.8,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_HALFMOON_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_HALFMOON_GROW_0001_2.jpeg,
72070598,61362049,T15,"[['219-255mm', '219-255']]",2,1,219-255mm,219-255,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_LITTLEWHITEFISH_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_LITTLEWHITEFISH_GROW_0002_2.jpeg,mm
72070598,61362049,T16,"[['244mm', '244']]",2,1,244mm,244,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_LITTLEWHITEFISH_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_LITTLEWHITEFISH_GROW_0002_2.jpeg,mm
72070602,61362053,T8,[['1']],1,1,1,NA,Second row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_2.jpeg,
72070602,61362053,T10,[['8.3']],1,1,8.3,NA,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_2.jpeg,
72070602,61362053,T14,[['1']],1,1,1,NA,Third row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_2.jpeg,
72070602,61362053,T16,[['8.4']],1,1,8.4,NA,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_2.jpeg,
72070602,61362053,T20,[['1']],1,1,1,NA,Fourth row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_2.jpeg,
72070602,61362053,T22,[['9.2']],1,1,9.2,NA,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_2.jpeg,
72070602,61362053,T26,[['7']],1,1,7,NA,5th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_2.jpeg,
72070602,61362053,T27,[['8.6-9.5']],1,1,8.6-9.5,NA,5th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_2.jpeg,
72070602,61362053,T28,[['9.1']],1,1,9.1,NA,5th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_MARL_GROW_0007_2.jpeg,
72070618,61362084,T3,"[['5.1-6.1', '132-155', '132-155'], ['', '', 'mm']]",3,1.5,132-155 mm,132-155,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_2.jpeg,mm
72070618,61362084,T4,"[['5.6', '143', '143'], ['', '', 'mm']]",3,1.5,143 mm,143,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_2.jpeg,mm
72070618,61362084,T9,"[['6.9-8.8', '170-224', '170-224'], ['', '', 'mm']]",3,1.5,170-224 mm,170-224,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_2.jpeg,mm
72070618,61362084,T10,"[['7.5', '191', '191'], ['', '', 'mm']]",3,1.5,191 mm,191,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_2.jpeg,mm
72070618,61362084,T15,"[['6.8-11.8', '173-300', '173-300'], ['', '', 'mm']]",3,1.5,173-300 mm,173-300,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_2.jpeg,mm
72070618,61362084,T16,"[['8.6', '220', '220'], ['', '', 'mm']]",3,1.5,220 mm,220,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_2.jpeg,mm
72070618,61362084,T21,"[['9.6-10.3', '246-262', '246-262'], ['', '', 'mm']]",3,1.5,246-262 mm,246-262,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_2.jpeg,mm
72070618,61362084,T22,"[['10', '256', '256'], ['', '', 'mm']]",3,1.5,256 mm,256,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/MONTCALM_RAINBOW_GROW_0005_2.jpeg,mm
