"subject_id","new_key","lakename","county","age_group","fish_count","length_min_mm","length_max_mm","length_mean_mm","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","comment","url_front","url_back"
58746100,"79-2","MURPHY","Tuscola",3,1,NA,NA,566.42,19,"April",1962,27,"April",1962,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Murphy_GROW_025.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Murphy_GROW_024.jpeg"
58746109,"78-151","THOMPSON","StJoseph",1,1,431.8,NA,431.8,28,"September",1982,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_006.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_005.jpeg"
58746109,"78-151","THOMPSON","StJoseph",2,1,480.06,NA,480.06,28,"September",1982,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_006.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_005.jpeg"
58746109,"78-151","THOMPSON","StJoseph",3,1,571.5,NA,571.5,28,"September",1982,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_006.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_005.jpeg"
58746110,"79-44","CARO","Tuscola",2,6,386.08,487.68,441.96,14,"August",1985,NA,"August",NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_001.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_0.jpeg"
58746110,"79-44","CARO","Tuscola",3,5,421.64,561.34,492.76,14,"August",1985,NA,"August",NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_001.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_0.jpeg"
58746110,"79-44","CARO","Tuscola",4,5,520.7,579.12,558.8,14,"August",1985,NA,"August",NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_001.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_0.jpeg"
58746110,"79-44","CARO","Tuscola",5,6,589.28,685.8,632.46,14,"August",1985,NA,"August",NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_001.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_0.jpeg"
58746110,"79-44","CARO","Tuscola",6,4,673.1,731.52,695.96,14,"August",1985,NA,"August",NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_001.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Caro_GROW_0.jpeg"
58746112,"79-2","MURPHY","Tuscola",0,1,269.24,NA,269.24,15,"October",1991,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Murphy_GROW_003.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Murphy_GROW_002.jpeg"
58746112,"79-2","MURPHY","Tuscola",2,5,434.34,525.78,472.44,15,"October",1991,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Murphy_GROW_003.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Murphy_GROW_002.jpeg"
58746112,"79-2","MURPHY","Tuscola",5,1,655.32,NA,655.32,15,"October",1991,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Murphy_GROW_003.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Tuscola_Murphy_GROW_002.jpeg"
58746113,"78-46","LONG","StJoseph",2,3,640.08,751.84,703.58,1,"October",1992,15,"October",1992,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Long_GROW_012.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Long_GROW_011.jpeg"
58746113,"78-46","LONG","StJoseph",3,3,637.54,843.28,721.36,1,"October",1992,15,"October",1992,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Long_GROW_012.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Long_GROW_011.jpeg"
