subject_id,date,review,date2,review2,date3,review3,date4,review4,column_name,date,Comment,front,back
58753579,10,1,13,1,NA,NA,NA,NA,begin_date_day,13,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Roscommon_Houghton_FISHc_20191211134256808_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Roscommon_Houghton_FISHc_20191211134256808_0002.jpg
58753611,29,1,30,1,NA,NA,NA,NA,begin_date_day,29,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1937_FISHc_027_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1937_FISHc_027_02.jpg
58753631,27,1,26,1,NA,NA,NA,NA,end_date_day,26,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1937_FISHc_049_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1937_FISHc_049_02.jpg
58753743,16,1,15,1,NA,NA,NA,NA,end_date_day,15,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Ford_FISHc_20200218142243109_0037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Ford_FISHc_20200218142243109_0038.jpg
58753748,6,1,7,1,NA,NA,NA,NA,begin_date_day,6,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_FourMile_FISHc_20200218145552170_0060.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_FourMile_FISHc_20200218145552170_0061.jpg
58753752,1947,1,1941,1,NA,NA,NA,NA,end_date_year,1941,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_FourMile_FISHc_20200218145552170_0068.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_FourMile_FISHc_20200218145552170_0069.jpg
59672072,March,1,May,1,NA,NA,NA,NA,begin_date_month,May,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/LFCAS/double/a_first/Crawford_Bradford_FISHc_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/LFCAS/double/a_first/Crawford_Bradford_FISHc_021.jpg
59672072,March,1,May,1,NA,NA,NA,NA,end_date_month,May,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/LFCAS/double/a_first/Crawford_Bradford_FISHc_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/LFCAS/double/a_first/Crawford_Bradford_FISHc_021.jpg
59685761,1972,1,None,1,NA,NA,NA,NA,end_date_year,1972,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/b_first/Otsego_Bear_FISHc_064.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/b_first/Otsego_Bear_FISHc_063.jpeg
59963494,1936,1,None,1,NA,NA,NA,NA,end_date_year,1936,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_DEER_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_DEER_FISHc_0001_2.jpeg
59963601,1942,1,None,1,NA,NA,NA,NA,end_date_year,1942,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0034_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0034_2.jpeg
59963682,1957,1,1954,1,NA,NA,NA,NA,end_date_year,1954,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_SUNNY_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_SUNNY_FISHc_0001_2.jpeg
59963780,None,1,1953,1,NA,NA,NA,NA,end_date_year,1953,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0017_2.jpeg
59963792,None,1,1953,1,NA,NA,NA,NA,end_date_year,1953,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0025_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0025_2.jpeg
59963796,1953,1,None,1,NA,NA,NA,NA,end_date_year,1953,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0024_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0024_2.jpeg
59963945,1963,1,None,1,NA,NA,NA,NA,end_date_year,1963,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_COOK_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_COOK_FISHc_0002_2.jpeg
59964016,None,1,1963,1,NA,NA,NA,NA,end_date_year,1963,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_DOE_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_DOE_FISHc_0003_2.jpeg
59964018,1948,1,1945,1,NA,NA,NA,NA,end_date_year,1945,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ECHO_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ECHO_FISHc_0002_2.jpeg
59964076,None,1,1963,1,NA,NA,NA,NA,end_date_year,1963,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_HARTNEY_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_HARTNEY_FISHc_0001_2.jpeg
59964313,1957,1,None,1,NA,NA,NA,NA,end_date_year,1957,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ROCK_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ROCK_FISHc_0007_2.jpeg
59964320,None,1,1968,1,NA,NA,NA,NA,end_date_year,1968,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ROCKRIVER_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ROCKRIVER_FISHc_0001_2.jpeg
59964328,None,1,1937,1,NA,NA,NA,NA,end_date_year,1937,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ROUND_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ROUND_FISHc_0012_2.jpeg
59964354,None,1,1960,1,NA,NA,NA,NA,end_date_year,1960,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_SHOENORTH_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_SHOENORTH_FISHc_0006_2.jpeg
59964494,1948,1,None,1,1949,1,NA,NA,begin_date_year,1949,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_TROUT_FISHc_0028_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_TROUT_FISHc_0028_2.jpeg
59964526,None,1,1963,1,NA,NA,NA,NA,end_date_year,1963,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_WHEEELBARROW_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_WHEEELBARROW_FISHc_0002_2.jpeg
59964596,None,1,1952,1,NA,NA,NA,NA,end_date_year,1952,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_GREEN_FISHc_0022_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_GREEN_FISHc_0022_2.jpeg
59964660,1052,1,1952,1,None,1,NA,NA,end_date_year,1952,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_SCOTTUPPER_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_SCOTTUPPER_FISHc_0004_2.jpeg
59964661,September,1,July,1,NA,NA,NA,NA,end_date_month,July,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_SCOTTUPPER_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_SCOTTUPPER_FISHc_0003_2.jpeg
59964676,None,1,1947,1,NA,NA,NA,NA,end_date_year,1947,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_SWANCREEK_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_SWANCREEK_FISHc_0001_2.jpeg
59964690,None,1,1950,1,NA,NA,NA,NA,end_date_year,1950,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_9THSTREETDAM_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_9THSTREETDAM_FISHc_0005_2.jpeg
59964701,1950,1,None,1,NA,NA,NA,NA,end_date_year,1950,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_9THSTREETDAM_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_9THSTREETDAM_FISHc_0011_2.jpeg
59964741,1949,1,1939,1,NA,NA,NA,NA,end_date_year,1939,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0020_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0020_2.jpeg
59964744,None,1,1939,1,NA,NA,NA,NA,end_date_year,1939,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0019_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0019_2.jpeg
59964770,None,1,1939,1,NA,NA,NA,NA,end_date_year,1939,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0048_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0048_2.jpeg
59964771,None,1,1939,1,NA,NA,NA,NA,end_date_year,1939,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0047_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0047_2.jpeg
59964804,None,1,1957,1,NA,NA,NA,NA,end_date_year,1957,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_BELLAIRE_FISHc_0026_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_BELLAIRE_FISHc_0026_2.jpeg
59964821,None,1,1957,1,NA,NA,NA,NA,end_date_year,1957,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_BELLAIRE_FISHc_0043_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_BELLAIRE_FISHc_0043_2.jpeg
59964865,None,1,1958,1,NA,NA,NA,NA,end_date_year,1958,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0018_2.jpeg
59964871,1900,1,1958,1,NA,NA,NA,NA,end_date_year,1958,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0024_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0024_2.jpeg
59964902,None,1,1956,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0037_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0037_2.jpeg
59964919,1957,1,None,1,NA,NA,NA,NA,end_date_year,1957,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELLSWORTH_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELLSWORTH_FISHc_0012_2.jpeg
59965035,None,1,1968,1,NA,NA,NA,NA,end_date_year,1968,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_STCLAIR_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_STCLAIR_FISHc_0001_2.jpeg
59965048,None,1,1957,1,NA,NA,NA,NA,end_date_year,1957,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_STCLAIR_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_STCLAIR_FISHc_0012_2.jpeg
59965054,10,1,11,1,NA,NA,NA,NA,end_date_day,10,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0005_2.jpeg
59965054,None,1,1972,1,NA,NA,NA,NA,end_date_year,1972,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0005_2.jpeg
59965064,None,1,1958,1,NA,NA,NA,NA,end_date_year,1958,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0019_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0019_2.jpeg
59965078,None,1,1958,1,NA,NA,NA,NA,end_date_year,1958,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0031_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0031_2.jpeg
59965082,July,1,June,1,NA,NA,NA,NA,end_date_month,July,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0037_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0037_2.jpeg
59965083,1958,1,1955,1,NA,NA,NA,NA,end_date_year,1958,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0038_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0038_2.jpeg
59965094,1958,1,None,1,NA,NA,NA,NA,end_date_year,1958,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0047_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0047_2.jpeg
59965124,None,1,1958,1,NA,NA,NA,NA,end_date_year,1958,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0076_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0076_2.jpeg
59965148,1937,1,1957,1,NA,NA,NA,NA,end_date_year,1957,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_WILSON_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_WILSON_FISHc_0007_2.jpeg
59965194,None,1,1953,1,NA,NA,NA,NA,end_date_year,1953,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_BEAUFORT_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_BEAUFORT_FISHc_0012_2.jpeg
59965256,1937,1,None,1,NA,NA,NA,NA,end_date_year,1937,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0011_2.jpeg
59965266,None,1,1950,1,NA,NA,NA,NA,end_date_year,1950,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0022_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0022_2.jpeg
59965291,56,1,1956,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0006_2.jpeg
59965292,56,1,1956,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0008_2.jpeg
59965296,None,1,1956,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0013_2.jpeg
59965307,1956,1,None,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0024_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0024_2.jpeg
59965331,None,1,1952,1,NA,NA,NA,NA,end_date_year,1952,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_KELLY_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_KELLY_FISHc_0001_2.jpeg
59965345,1958,1,None,1,NA,NA,NA,NA,end_date_year,1958,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_LOST_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_LOST_FISHc_0004_2.jpeg
59965347,11,1,12,1,NA,NA,NA,NA,end_date_day,12,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_LUICKS_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_LUICKS_FISHc_0001_2.jpeg
59965347,1952,1,None,1,NA,NA,NA,NA,end_date_year,1952,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_LUICKS_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_LUICKS_FISHc_0001_2.jpeg
59965354,August,1,October,1,NA,NA,NA,NA,end_date_month,August,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0015_2.jpeg
59965354,1958,1,None,1,NA,NA,NA,NA,end_date_year,1958,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0015_2.jpeg
59965370,None,1,1938,1,NA,NA,NA,NA,end_date_year,1938,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0033_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0033_2.jpeg
59965401,None,1,1952,1,NA,NA,NA,NA,end_date_year,1952,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PARENT_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PARENT_FISHc_0003_2.jpeg
59965419,1952,1,None,1,NA,NA,NA,NA,end_date_year,1952,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ROLAND_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ROLAND_FISHc_0009_2.jpeg
59965430,None,1,1956,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0014_2.jpeg
59965452,1956,1,None,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0036_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0036_2.jpeg
59965494,1956,1,1936,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0022_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0022_2.jpeg
59965496,None,1,1956,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0025_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0025_2.jpeg
59965499,1956,1,None,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0026_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0026_2.jpeg
59965500,1956,1,None,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0027_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0027_2.jpeg
59965555,None,1,1949,1,NA,NA,NA,NA,end_date_year,1949,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0003_2.jpeg
59965560,None,1,1949,1,NA,NA,NA,NA,end_date_year,1949,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0006_2.jpeg
59965570,1959,1,1954,1,NA,NA,NA,NA,end_date_year,1959,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0003_2.jpeg
59965627,None,1,1957,1,NA,NA,NA,NA,end_date_year,1957,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0009_2.jpeg
59965632,1957,1,None,1,NA,NA,NA,NA,end_date_year,1957,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0013_2.jpeg
59965658,April,1,November,1,NA,NA,NA,NA,end_date_month,April,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0002_2.jpeg
59965687,None,1,1946,1,NA,NA,NA,NA,end_date_year,1946,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0030_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0030_2.jpeg
