subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back
59965451,"[[""3'-4'"", ""3'"", ""3'-4'""], ['', '-', ''], ['', ""4'"", '']]",1.333333333,3'-4' - 4',3'-4 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0037_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0037_2.jpeg
59965456,"[['20', '20-22', '20-22’'], ['-', 'feet', ''], [""22'"", '', '']]",1,20 - 22',20 - 22',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0041_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0041_2.jpeg
59965458,"[['9', ""9-11'"", '9-11'], ['-', '', 'feet'], [""11'"", '', '']]",1,9 - 11',9 - 11',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0044_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0044_2.jpeg
59965460,"[['', '4', ''], ['', '-', ''], [""4-12'"", ""12'"", ""4-12'""]]",1.333333333,4 - 4-12',4-12',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0045_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0045_2.jpeg
59965470,"[['5-10', '5', ""5-10'""], ['feet', '-', ''], ['', ""10'"", '']]",1,5-10 feet 10',5-10 feet ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_SUMMIT_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_SUMMIT_FISHc_0002_2.jpeg
59965473,"[['', ""6'"", ''], ['', '-', ''], [""6-10'"", ""10'"", ""6-10'""]]",1.333333333,6' - 6-10', 6-10',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_SUMMITLITTLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_SUMMITLITTLE_FISHc_0001_2.jpeg
59965476,"[['', '', '3'], ['', '', '-'], [""3-9'"", ""3-9'"", ""9'""]]",1.333333333,3 - 3-9',3-9',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_THIRD_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_THIRD_FISHc_0002_2.jpeg
59965477,"[[""3'"", '', ""3'""], ['', '', '-'], [""-4'"", ""3'-4'"", ""4'""]]",1.333333333,3' - -4',3' -4',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0004_2.jpeg
59965480,"[['', '', '3'], ['', '', '-'], [""3-4'"", ""3-4'"", ""4'""]]",1.333333333,3 - 3-4',3-4',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0006_2.jpeg
59965481,"[['2', '2'], ['1/4', '1/4-4'], ['-', 'feet'], [""4'"", '']]",1.25,2 1/4 - 4',2 1/4',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0008_2.jpeg
59965487,"[[""31-3'"", '31', ""31'""], ['', '-', ''], ['', '3', '']]",1,31-3' - 3,31-3' ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0014_2.jpeg
59965490,"[[""3'"", '3-3', ""2'-3'""], ['', 'feet', '']]",1,3' feet,3' feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0016_2.jpeg
59965492,"[[""3'"", '3-3'], ['', 'feet']]",1,3' feet,3' feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0018_2.jpeg
59965493,"[['2', '2'], ['1/2', ""1/2-4'""], ['-', ''], [""4'"", '']]",1.25,2 1/2 - 4',2 1/2 - 4',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0020_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0020_2.jpeg
59965498,"[[""4'"", '4-4'], ['', 'feet']]",1,4' feet,4' feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0023_2.jpeg
59965503,"[['7', '7-25', ""7-25'""], ['-', '', ''], ['25', '', ''], ['ft', 'ft', '']]",1.25,7 - 25 ft,7 - 25 ft,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0004_2.jpeg
59965509,"[['12', '12-18', '12-18'], ['-', 'feet', ''], ['18', '', '']]",1.333333333,12/18/18,12-18 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0010_2.jpeg
59965510,"[['15', '15-18'], ['-', ''], ['18', ''], ['ft', 'feet']]",1,15 - 18 ft,15 - 18 ft,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0011_2.jpeg
59965511,"[['10', '10-12', '10-12'], ['-', '', ''], ['12', '', '']]",1.333333333,10/12/12,10-12 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0013_2.jpeg
59965532,"[['2.5-10ft', '2.5-10', '2.5'], ['', '', '-'], ['', '', '10'], ['', 'ft', 'ft']]",1.25,2.5-10ft - 10 ft,2.5-10ft ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0007_2.jpeg
59965536,"[['5.5-7.5', ""5.5-7.5'"", '5.5'], ['', '', '-'], ['', '', '7.5'], ['feet', '', 'ft']]",1,5.5-7.5 - 7.5 feet,5.5-7.5 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0011_2.jpeg
59965549,"[['11-16ft', '11-16', '11'], ['', '', '-'], ['', '', '16'], ['', 'ft', 'ft']]",1.25,11-16ft - 16 ft,11-16ft ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0024_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0024_2.jpeg
59965552,"[[""3-24'"", ""3'-24'"", ""3'""], ['', '', '-'], ['', '', ""24'""]]",1,3-24' - 24',3-24' ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0002_2.jpeg
59965553,"[[""4'"", ""4'"", ''], ['to', '-', ''], [""24'."", ""24'"", ""4'-24'""]]",1.333333333,4' to 24'.,4' to 24'.,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0001_2.jpeg
59965555,"[[""32'-33'"", ""32'"", ""32'-33'""], ['', '-', ''], ['', ""33'"", '']]",1.333333333,32'-33' - 33',32'-33' ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0003_2.jpeg
59965556,"[[""4'"", ""4'-32'"", '4-32'], ['-', '', 'feet'], [""32'"", '', '']]",1,4' - 32',4' - 32',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0004_2.jpeg
59965559,"[['27’-30’', ""27'-30'"", ""27'"", '27-30'], ['', '', '-', 'feet'], ['', '', ""30'"", '']]",1,27’-30’ - 30',27-30 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0009_2.jpeg
59965564,"[[""4'"", '', ''], ['-', '', ''], [""10'"", ""4'-10'"", ""4'-10'""]]",1.333333333,4' - 4'-10',4 feet-10',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BASSETT_FISHc_0012_2.jpeg
59965569,"[['', '0', '0'], ['', 'to', '-'], [""0-8'"", '8', ""8'""]]",1.333333333,0 to 0-8', 0-8',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0004_2.jpeg
59965570,"[['0', '0-10', ""0-10'""], ['-', 'feet', ''], [""10'"", '', '']]",1,0 - 10',0 - 10',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0003_2.jpeg
59965574,"[['7', ""7-10'"", '7-10'], ['-', '', ''], ['10', '', '']]",1,10-Jul,7-10 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CARTER_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CARTER_FISHc_0005_2.jpeg
59965581,"[[""2-3'"", '2', '2-3'], ['', '-', ''], ['', '3', ''], ['', 'ft', 'ft']]",1.25,2-3' - 3 ft,2-3' ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CHIEFNOONDAY_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CHIEFNOONDAY_FISHc_0002_2.jpeg
59965593,"[['15', '15-15', ""15-15'""], ['-', '', ''], ['15', '', ''], ['ft', 'ft', '']]",1.25,15 - 15 ft,15 ft,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0007_2.jpeg
59965599,"[['9', ''], ['-', ''], ['14', '9-14'], ['ft', 'ft']]",1.25,9 - 14 ft,9 - 14 ft,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0012_2.jpeg
59965601,"[['12', '12-12', '12-12'], ['-', '', ''], ['12', '', '']]",1.333333333,12/12/12,12-12 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0014_2.jpeg
59965625,"[[""10'"", ""10'-20'"", ""10'-20'""], ['-', '', ''], [""20'"", '', '']]",1.333333333,10'-20' - 20',10-20 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0010_2.jpeg
59965626,"[[""7-8'"", ""7'"", ""-8'""], ['', '-', ''], ['', ""8'"", '']]",1,7-8' - 8',7-8 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0012_2.jpeg
59965627,"[['14-15', ""14'-15'"", ""14'""], ['feet', '', '-'], ['', '', ""15'""]]",1,14-15 feet 15',14-15 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0009_2.jpeg
59965629,"[[""16'"", '', ""16'""], ['', '', '-'], [""-16'"", ""16'-16'"", ""16'""]]",1.333333333,16' - -16',16-16 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0011_2.jpeg
59965632,"[['', '15', ''], ['', '-', ''], [""15-17'"", ""17'"", ""15-17'""]]",1.333333333,15 - 15-17',15-17',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0013_2.jpeg
59965634,"[[""7'"", ""7'"", ''], ['-', '', ''], [""7'"", ""-7'"", ""7'-7'""]]",1.333333333,7' - 7',7 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0017_2.jpeg
59965639,"[[""10'"", ""10'-17'"", '10'], ['-', '', 'ft-17'], [""17'"", '', 'ft']]",1,10' - 17',10' - 17',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0021_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0021_2.jpeg
59965644,"[['', '7', ''], ['', '-', ''], [""7-20'"", ""20'"", ""7-20'""]]",1.333333333,7 - 7-20',7-20',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0005_2.jpeg
59965645,"[['12', ""12'""], ['FT', ''], ['-', '-'], ['25', ""25'""], ['FT', '']]",1.2,12 FT - 25 FT,12 FT - 25 FT,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0004_2.jpeg
59965646,"[['8', '', ""8'""], ['feet-15', '', '-'], ['feet', ""8-15'"", ""15'""]]",1,8 feet-15 feet,8 feet-15 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0006_2.jpeg
59965653,"[[""16'-17'"", '16-17', ""16'""], ['', 'feet', '-'], ['', '', ""17'""]]",1,16'-17' feet 17',16-17 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0016_2.jpeg
59965654,"[[""0'-5'"", ""0'"", '0-5'], ['', '-', 'feet'], ['', ""5'"", '']]",1,0'-5' - 5',0-5 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0017_2.jpeg
59965657,"[['', '', '5'], ['', '', '-'], [""5-18'"", ""5-18'"", ""18'""]]",1.333333333,5 - 5-18',5-18',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0001_2.jpeg
59965658,"[['5', '5-18', ""5-18'""], ['-', 'ft', ''], [""18'"", '', '']]",1,5 - 18',5 - 18',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0002_2.jpeg
59965659,"[['0', ""0-6'"", '0-6'], ['-', '', 'feet'], [""6'"", '', '']]",1,0 - 6',0 - 6',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0003_2.jpeg
59965660,"[['0', ""0-6'"", '0-6'], ['-', '', 'feet'], [""6'"", '', '']]",1,0 - 6',0 - 6',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0006_2.jpeg
59965662,"[['0', '0-6', ""0-6'""], ['-', 'feet', ''], [""6'"", '', '']]",1,0 - 6',0 - 6',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0004_2.jpeg
59965664,"[['', '5', '', ''], ['', '-', '', ''], [""5'"", ""5'"", ""5-5'"", ""5-5'""]]",1.333333333,5 - 5',5',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0010_2.jpeg
59965665,"[['0', ''], ['-', ''], [""6'"", ""0-6'""]]",1,0 - 6',0 - 6',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0009_2.jpeg
59965667,"[['0', ""0-6'"", '0-6'], ['-', '', 'feet'], [""6'"", '', '']]",1,0 - 6',0 - 6',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0012_2.jpeg
59965668,"[['5', '', ''], ['-', '', ''], [""5'"", ""5-5'"", ""5-5'""]]",1.333333333,5 - 5-5',5-5',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0011_2.jpeg
59965670,"[[""8'"", '', ''], ['-', '', ''], [""25'"", ""8'-25'"", ""8'-25'""]]",1.333333333,8' - 8'-25',8-25 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0014_2.jpeg
59965671,"[['', '', '0'], ['', '', '-'], [""0-6'"", ""0-6'"", ""6'""]]",1.333333333,0 - 0-6',0-6',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0015_2.jpeg
59965672,"[[""8'"", ""8'-25'"", ""8-25'""], ['-', '', ''], [""25'"", '', '']]",1,8' - 25',8' - 25',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0016_2.jpeg
59965675,"[[""0-6'"", '0', '0-6'], ['', '-', 'feet'], ['', ""6'"", '']]",1,0-6' - 6',0-6 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0019_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0019_2.jpeg
59965677,"[[""4'"", ""4'-8'"", '4-8'], ['-', '', 'feet'], [""8'"", '', '']]",1,4' - 8',4' - 8',depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0022_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0022_2.jpeg
59965679,"[[""4-8'"", ""4'"", '4'], ['', '-', 'feet-8'], ['', ""8'"", 'feet']]",1,4-8' - 8',4-8 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0021_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0021_2.jpeg
59965715,"[[""10-12'"", '10-12', '10-12feet', '10'], ['', '', '', '-'], ['', '', '', '12'], ['', 'feet', '', 'feet']]",1.25,10-12' - 12 feet,10-12 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0031_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0031_2.jpeg
59965719,"[[""30-40'"", '30-40', '30'], ['', '', '-'], ['', '', '40'], ['', 'feet', 'feet']]",1.25,30-40' - 40 feet,30-40 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0032_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0032_2.jpeg
59965730,"[['25', '25-40', '25-40ft'], ['-', '', ''], ['40', '', ''], ['ft', 'ft', '']]",1.25,25 - 40 ft,25 - 40 ft,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0046_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0046_2.jpeg
59965747,"[[""22-41'"", '22', '22-41'], ['', '-', ''], ['', '41', ''], ['', 'ft', 'ft']]",1.25,22-41' - 41 ft,22-41 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0015_2.jpeg
